Business_Name,ZCTA5,Public Address Street,Public Address City,Public Zip,Full Address,Geo,Operational_Status,Places_ID
Walgreens Pharmacy,43004,7900 E Broad St,Blacklick,43004,"7900 E Broad St, Blacklick, OH 43004, USA","39.9859351,-82.7919012",OPERATIONAL,ChIJffZUHTlkOIgR9mpsIc870C8
Walgreens Pharmacy,43213,4617 E Main St,Whitehall,43213,"4617 E Main St, Whitehall, OH 43213, USA","39.9549338,-82.8755721",OPERATIONAL,ChIJgdG9nO9iOIgR0YlBBWghcjw
Northside MVHC Pharmacy,43701,716 Adair Ave,Zanesville,43701,"716 Adair Ave, Zanesville, OH 43701, USA","39.9529814,-82.0126984",OPERATIONAL,ChIJ9eXHHoztN4gR1J1FJXnVQ7U
Shrivers Pharmacy,43756,105 N Kennebec Ave,McConnelsville,43756,"105 N Kennebec Ave, McConnelsville, OH 43756, USA","39.6499321,-81.852915",OPERATIONAL,ChIJBxwR0M0hSIgRuuIw0lNKEnk
Gilmour Mandy L,43756,105 N Kennebec Ave,McConnelsville,43756,"105 N Kennebec Ave, McConnelsville, OH 43756, USA","39.6499321,-81.852915",OPERATIONAL,ChIJBxwR0M0hSIgRkz8RzLygrDM
Strawberry fields,45750,243 Rummer Rd,Marietta,45750,"243 Rummer Rd, Marietta, OH 45750, USA","39.441393,-81.5288968",OPERATIONAL,ChIJFX9pGAAzSIgR5pLLWBb4E-c
Walmart Pharmacy,43701,2850 Maysville Pike,Zanesville,43701,"2850 Maysville Pike, Zanesville, OH 43701, USA","39.8918772,-82.0412207",OPERATIONAL,ChIJgdfzzGvxN4gRHsuFzrDMmGI
Gillespies Drugs,43724,44523 Marietta Rd,Caldwell,43724,"44523 Marietta Rd, Caldwell, OH 43724, USA","39.7432087,-81.5191179",OPERATIONAL,ChIJJZu0Jq3UN4gR1orp0SyBeEE
Davis Drug,43724,109 West St,Caldwell,43724,"109 West St, Caldwell, OH 43724, USA","39.7441059,-81.51641409999999",OPERATIONAL,ChIJGUhfJqvUN4gRj37oyWmzeZM
Northside Maysville Pharmacy,43701,15 N Maysville Ave,Zanesville,43701,"15 N Maysville Ave, Zanesville, OH 43701, USA","39.904206599999995,-82.02007549999999",OPERATIONAL,ChIJRUh8NMjvN4gR4wm9U7VxgcE
I.s.r.c.,43701,554 Moxahala Ave,Zanesville,43701,"554 Moxahala Ave, Zanesville, OH 43701, USA","39.9302354,-82.0052671",OPERATIONAL,ChIJq6p-nV3uN4gR-fa2NjPe9-s
CVS Pharmacy,43701,103 N Maysville Ave,Zanesville,43701,"103 N Maysville Ave, Zanesville, OH 43701, USA","39.9064088,-82.01932479999999",OPERATIONAL,ChIJN79T_8nvN4gRt0zgOIRXSYw
North Side Pharmacy,43701,Maysville Ave,Zanesville,43701,"Maysville Ave, Zanesville, OH 43701, USA","39.9172034,-82.01199129999999",OPERATIONAL,ChIJSynGbQDvN4gRMy6wISwLjPA
Genesis Medical Arts Building II,43701,751 Forest Ave,Zanesville,43701,"751 Forest Ave, Zanesville, OH 43701, USA","39.955728,-82.0132095",OPERATIONAL,ChIJD1VmM9ntN4gRU4On6Qj4USQ
Shrivers Pharmacy,43701,406 Brighton Blvd,Zanesville,43701,"406 Brighton Blvd, Zanesville, OH 43701, USA","39.9341009,-82.02197679999999",OPERATIONAL,ChIJU5xHrBXuN4gRq5FsObT_dtE
Braden Med Services Inc,43724,44519 Marietta Rd,Caldwell,43724,"44519 Marietta Rd, Caldwell, OH 43724, USA","39.7430545,-81.51933869999999",OPERATIONAL,ChIJJZu0Jq3UN4gRyht6lL8Na7E
TRC Farms,43724,23100 Pat Saling Lane,Caldwell,43724,"23100 Pat Saling Lane, Caldwell, OH 43724, USA","39.7210859,-81.4094123",OPERATIONAL,ChIJP_j-vGspNogRQkVjYPpSjEU
Bellwood Drugs,43793,135 S Main St,Woodsfield,43793,"135 S Main St, Woodsfield, OH 43793, USA","39.7618918,-81.1164142",OPERATIONAL,ChIJ312N-gAZNogRhjgxgK1hdbg
Family Health Pharmacy,45331,5735 Meeker Rd,Greenville,45331,"5735 Meeker Rd, Greenville, OH 45331, USA","40.0844034,-84.6254874",OPERATIONAL,ChIJYR4Y1L_sP4gR8ZGuPf2F_S4
Walmart Pharmacy,45320,100A E Washington Jackson Rd,Eaton,45320,"100A E Washington Jackson Rd, Eaton, OH 45320, USA","39.767904099999996,-84.6340238",OPERATIONAL,ChIJ64taRZoMQIgR0fHZO8QUU-Y
Kettering Health Pharmacy,45320,450B Washington Jackson Rd,Eaton,45320,"450B Washington Jackson Rd, Eaton, OH 45320, USA","39.7668763,-84.64645159999999",OPERATIONAL,ChIJufmCv4cMQIgRlilpEC5En0w
Walgreens Pharmacy,45331,1000 E Main St,Greenville,45331,"1000 E Main St, Greenville, OH 45331, USA","40.1100948,-84.6230346",OPERATIONAL,ChIJV5J_YFzrP4gRivfXGrQTZG4
Kroger Pharmacy,45331,200 Lease Ave,Greenville,45331,"200 Lease Ave, Greenville, OH 45331, USA","40.1268647,-84.62263229999999",OPERATIONAL,ChIJE8qWtj7rP4gRpoEBlER6Wzg
Walgreens Pharmacy,45320,1213 N Barron St,Eaton,45320,"1213 N Barron St, Eaton, OH 45320, USA","39.758216399999995,-84.63696019999999",OPERATIONAL,ChIJmwgMepIMQIgRcL87vyJo0C8
Medicine & More,45331,100 Fort Jefferson Ave,Greenville,45331,"100 Fort Jefferson Ave, Greenville, OH 45331, USA","40.093624299999995,-84.6362359",OPERATIONAL,ChIJH_0DpZrsP4gRkj48JThLr6w
CVS Pharmacy,45331,1009 E Main St,Greenville,45331,"1009 E Main St, Greenville, OH 45331, USA","40.1092805,-84.622035",OPERATIONAL,ChIJPZi0dlzrP4gRMI4EbbcWnFY
Walmart Pharmacy,45331,1501 Wagner Ave,Greenville,45331,"1501 Wagner Ave, Greenville, OH 45331, USA","40.1264353,-84.61777359999999",OPERATIONAL,ChIJKRqSpjnrP4gRQ51ZrF8XAmc
Kroger Pharmacy,45320,1673 N Barron St,Eaton,45320,"1673 N Barron St, Eaton, OH 45320, USA","39.7655801,-84.638125",OPERATIONAL,ChIJoYr0x-4NQIgRZn9KPD8FaMc
AndHealth Dermatology,45331,5735 Meeker Rd suite 201a,Greenville,45331,"5735 Meeker Rd suite 201a, Greenville, OH 45331, USA","40.0845147,-84.62594759999999",OPERATIONAL,ChIJSzX8e43tP4gRMQcPHo-KDQU
COVID-19 Drive-Thru Testing at Walgreens,45320,1213 N Barron St,Eaton,45320,"1213 N Barron St, Eaton, OH 45320, USA","39.7579868,-84.6370396",OPERATIONAL,ChIJJ3QXYpwNQIgRbutJ3CgV4QU
COVID-19 Drive-Thru Testing at Walgreens,45331,1000 E Main St,Greenville,45331,"1000 E Main St, Greenville, OH 45331, USA","40.1101621,-84.6229754",OPERATIONAL,ChIJqfPGwvPrP4gRKtmu4vcDofc
Kroger Pharmacy,45315,885 Union Blvd,Englewood,45322,"885 Union Blvd, Englewood, OH 45322, USA","39.862985699999996,-84.31391889999999",OPERATIONAL,ChIJC2Hw8V-AP4gR8LYPAjJYaJ4
Walmart Pharmacy,45315,7725 Hoke Rd,Clayton,45315,"7725 Hoke Rd, Clayton, OH 45315, USA","39.85630340000001,-84.3348287",OPERATIONAL,ChIJF7eBmb2AP4gRAOKJYCJnzIA
Meijer Pharmacy,45415,9200 N Main St,Dayton,45415,"9200 N Main St, Dayton, OH 45415, USA","39.857865,-84.274954",OPERATIONAL,ChIJ5a2TLBmAP4gRn7DXTXTYInw
Lift U,45322,893 S Main St #425,Englewood,45322,"893 S Main St #425, Englewood, OH 45322, USA","39.863568799999996,-84.28749970000001",OPERATIONAL,ChIJJ7Nw8z6AP4gRNMG1RUnvkjM
Walgreens Pharmacy,45322,775 W Wenger Rd,Englewood,45322,"775 W Wenger Rd, Englewood, OH 45322, USA","39.8624382,-84.3108105",OPERATIONAL,ChIJEw1vdWCAP4gRqfvNv-NOXiA
Walgreens Pharmacy,45406,2710 Salem Ave,Dayton,45406,"2710 Salem Ave, Dayton, OH 45406, USA","39.7872406,-84.2357162",OPERATIONAL,ChIJS-UWKvuAQIgRCV9pMThtZVM
First Care Pharmacy,45415,8265 N Main St,Dayton,45415,"8265 N Main St, Dayton, OH 45415, USA","39.8447332,-84.2646871",OPERATIONAL,ChIJtZF6Dfl_P4gRCVKiKGwy_6I
CVS Pharmacy,45415,4901 N Main St,Dayton,45415,"4901 N Main St, Dayton, OH 45415, USA","39.813178799999996,-84.2287922",OPERATIONAL,ChIJ948WREuAQIgR9OfwuE_iLUA
REED'S PHARMACY,45309,428 N Wolf Creek St,Brookville,45309,"428 N Wolf Creek St, Brookville, OH 45309, USA","39.8405965,-84.4221123",OPERATIONAL,ChIJXeOrakl5QIgR0_Q7LpP4Wfs
Walgreens Pharmacy,45415,5045 N Main St,Dayton,45415,"5045 N Main St, Dayton, OH 45415, USA","39.8139144,-84.2293019",OPERATIONAL,ChIJe8FOcyCBQIgRhqeaRkDARoc
Kroger Pharmacy,45373,731 W Market St,Troy,45373,"731 W Market St, Troy, OH 45373, USA","40.030812999999995,-84.22108150000001",OPERATIONAL,ChIJSTZZNA93P4gRU0LcQZzfXOM
Kroger Pharmacy,45424,7747 Troy Pike,Huber Heights,45424,"7747 Troy Pike, Huber Heights, OH 45424, USA","39.8668428,-84.1404641",OPERATIONAL,ChIJ2-iO_wZ9P4gRzmwWJMIhI2w
Pharmacy One,45373,3006 N County Rd 25A #102,Troy,45373,"3006 N County Rd 25A #102, Troy, OH 45373, USA","40.0843785,-84.22341159999999",OPERATIONAL,ChIJLUHgGSp0P4gRFkNAU7PpZN0
KMG Pharmacy,45426,846 E Main St,Trotwood,45426,"846 E Main St, Trotwood, OH 45426, USA","39.7972217,-84.2965914",OPERATIONAL,ChIJaUI6YUx-QIgRwIiVzN0nzko
Kettering Health Dayton Pharmacy,45405,405 W Grand Ave,Dayton,45405,"405 W Grand Ave, Dayton, OH 45405, USA","39.76918,-84.2025663",OPERATIONAL,ChIJ2eBBxEaBQIgRkQccvZ0Lj5A
Ziks Family Pharmacy and Home Medical Supply,45402,1130 W Third St,Dayton,45402,"1130 W Third St, Dayton, OH 45402, USA","39.7558842,-84.21272450000001",OPERATIONAL,ChIJaVP9zjKBQIgRtOyIajxEElc
CVS Pharmacy,45322,124 Main St,Union,45322,"124 Main St, Union, OH 45322, USA","39.8955213,-84.307081",OPERATIONAL,ChIJkYkaf6aBP4gRPKYSr4zCFu0
The Pharmacy At Eastway,45410,600 Wayne Ave,Dayton,45410,"600 Wayne Ave, Dayton, OH 45410, USA","39.7549427,-84.1789979",OPERATIONAL,ChIJu-wc6_iDQIgRsQhcLKYBYt0
Ziks Family Pharmacy,45416,4140 Salem Ave,Dayton,45416,"4140 Salem Ave, Dayton, OH 45416, USA","39.8050118,-84.25729989999999",OPERATIONAL,ChIJ6cxIE2SAQIgRnEyp80NN-Vs
Downey Kathy L,45414,4160 Little York Rd #10,Dayton,45414,"4160 Little York Rd #10, Dayton, OH 45414, USA","39.85441,-84.1871931",OPERATIONAL,ChIJ3_iJ8gp-P4gRMvZZ3nVi2KI
Walmart Pharmacy,45414,3465 York Commons Blvd,Dayton,45414,"3465 York Commons Blvd, Dayton, OH 45414, USA","39.8467601,-84.19589719999999",OPERATIONAL,ChIJo1yLIwR-P4gR8s-mUw_TZvI
CVS Pharmacy,45426,1001 E Main St,Trotwood,45426,"1001 E Main St, Trotwood, OH 45426, USA","39.7979899,-84.29202169999999",OPERATIONAL,ChIJZ0hvjkp-QIgRaAuX2lINV3w
Pharmacy at Miami Valley Hospital North Campus,45415,9000 N Main St,Dayton,45415,"9000 N Main St, Dayton, OH 45415, USA","39.8555327,-84.2718299",OPERATIONAL,ChIJsReEaR6AP4gRqiNpIAimUZ4
Home & Pharmacy,45373,,Troy,45373,"Troy, OH 45373, USA","40.056076600000004,-84.2358208",OPERATIONAL,ChIJsc3yAFt2P4gR-GINGoklhyE
Meijer Pharmacy,45373,1900 W Main St,Troy,45373,"1900 W Main St, Troy, OH 45373, USA","40.054417199999996,-84.24258139999999",OPERATIONAL,ChIJsyp95kV2P4gRqHZ7x8OH-HQ
Walgreens Pharmacy,45373,20 W Market St,Troy,45373,"20 W Market St, Troy, OH 45373, USA","40.031503799999996,-84.2093318",OPERATIONAL,ChIJ3Y9pgBd3P4gRkCdqpejJZnE
St. Elizabeth's Pharmacy,45417,1 Elizabeth Pl #1015,Dayton,45417,"1 Elizabeth Pl #1015, Dayton, OH 45417, USA","39.747541,-84.1996982",OPERATIONAL,ChIJsW0LBbGGQIgRy8T2GRXEJgo
Kroger Pharmacy,45377,780 Northwoods Blvd,Vandalia,45377,"780 Northwoods Blvd, Vandalia, OH 45377, USA","39.899325,-84.1840884",OPERATIONAL,ChIJoe5-TR58P4gRtEoc-He-BDA
Walgreens Pharmacy,45424,6495 Troy Pike,Huber Heights,45424,"6495 Troy Pike, Huber Heights, OH 45424, USA","39.8475034,-84.1401485",OPERATIONAL,ChIJmeY_7XZ9P4gRlT-Gli2NuVA
HICARE PHARMACY,45415,8769 N Main St FL 1,Dayton,45415,"8769 N Main St FL 1, Dayton, OH 45415, USA","39.851414399999996,-84.27116099999999",OPERATIONAL,ChIJw7DCDg6BQIgRpGG7fmCqV1M
Equitas Health Dayton Pharmacy,45402,1222 S Patterson Blvd # 110,Dayton,45402,"1222 S Patterson Blvd # 110, Dayton, OH 45402, USA","39.7404236,-84.19126949999999",OPERATIONAL,ChIJT7V7JqSGQIgRuyAD8pwBJ0s
Five Rivers Health Centers Pharmacy,45417,721 Miami Chapel Rd,Dayton,45417,"721 Miami Chapel Rd, Dayton, OH 45417, USA","39.73879,-84.207309",OPERATIONAL,ChIJ-2ldb6yGQIgRYsOqFZbZY0k
Whitacre Pharmacy,45503,1574 Lagonda Ave,Springfield,45503,"1574 Lagonda Ave, Springfield, OH 45503, USA","39.933265899999995,-83.784847",OPERATIONAL,ChIJ6ZntDF5aP4gRtNdW9D8q6G0
Yellow Springs Pharmacy,45387,263 Xenia Ave,Yellow Springs,45387,"263 Xenia Ave, Yellow Springs, OH 45387, USA","39.8046862,-83.889271",OPERATIONAL,ChIJCaJO0UehQIgRa9Wb5o0IKDA
Kroger Pharmacy,45504,965 N Bechtle Ave,Springfield,45504,"965 N Bechtle Ave, Springfield, OH 45504, USA","39.937167099999996,-83.8357892",OPERATIONAL,ChIJYYdcLJ1bP4gRvYoQM-hit1E
Meijer Pharmacy,45504,1500 Hillcrest Ave,Springfield,45504,"1500 Hillcrest Ave, Springfield, OH 45504, USA","39.942215499999996,-83.8309132",OPERATIONAL,ChIJD73yPXZbP4gR8XPjnVlowyY
Walgreens Pharmacy,45505,1880 S Limestone St,Springfield,45505,"1880 S Limestone St, Springfield, OH 45505, USA","39.9013549,-83.8103045",OPERATIONAL,ChIJh61HgtZbP4gR1CGhtjUOn8g
Walgreens Pharmacy,45503,2609 E Main St,Springfield,45503,"2609 E Main St, Springfield, OH 45503, USA","39.9230695,-83.7682695",OPERATIONAL,ChIJ07zqN3FaP4gRAO5bFlB88po
CVS Pharmacy,45504,1493 Upper Valley Pike,Springfield,45504,"1493 Upper Valley Pike, Springfield, OH 45504, USA","39.9477785,-83.85252170000001",OPERATIONAL,ChIJP6WTXYRcP4gRHU354msrQBY
Kroger Pharmacy,45503,2989 Derr Rd,Springfield,45503,"2989 Derr Rd, Springfield, OH 45503, USA","39.966032899999995,-83.7868122",OPERATIONAL,ChIJuVmLVcZaP4gRsSvwqQZ4ir0
Kroger Pharmacy,45503,2728 E Main St,Springfield,45503,"2728 E Main St, Springfield, OH 45503, USA","39.9251309,-83.76550480000002",OPERATIONAL,ChIJ1Tqs-nZaP4gRk2QIpywyOak
Walgreens Pharmacy,45449,5901 N Springboro Pike,Dayton,45449,"5901 N Springboro Pike, Dayton, OH 45449, USA","39.6703994,-84.2229993",OPERATIONAL,ChIJI7JBeYGIQIgRk2kKm5GN_X8
"Johan H. Van Rensburg, Dippharm",45506,1805 S Limestone St,Springfield,45505,"1805 S Limestone St, Springfield, OH 45505, USA","39.9034626,-83.8110866",OPERATIONAL,ChIJJ0weU9FbP4gRk0bbmkFBMKo
CVS Pharmacy,45505,2565 E Main St,Springfield,45503,"2565 E Main St, Springfield, OH 45503, USA","39.9227892,-83.7701515",OPERATIONAL,ChIJ96_vc3FaP4gRLLN5YUiYYAo
Kittyhawk Pharmacy,45433,Oak St,Wright-Patterson AFB,45433,"Oak St, Wright-Patterson AFB, OH 45433, USA","39.8095821,-84.02932539999999",OPERATIONAL,ChIJDebiTe6dQIgRaf2ogq3l3LY
Walmart Pharmacy,45504,2100 N Bechtle Ave,Springfield,45504,"2100 N Bechtle Ave, Springfield, OH 45504, USA","39.9525942,-83.8263319",OPERATIONAL,ChIJnxVGR21bP4gRkUq3h5543H4
Harding Road Pharmacy,45504,400 W Harding Rd,Springfield,45504,"400 W Harding Rd, Springfield, OH 45504, USA","39.946303,-83.8158631",OPERATIONAL,ChIJ84scXg9bP4gRD7tQZ-2shvQ
Harness Health Pharmacy - Springfield,45504,100 Medical Center Dr,Springfield,45504,"100 Medical Center Dr, Springfield, OH 45504, USA","39.9286179,-83.81630799999999",OPERATIONAL,ChIJQRRfi3NbP4gRKxbY0INEark
Thompsons Town Street Pharmacy,43228,165 N Murray Hill Rd,Columbus,43228,"165 N Murray Hill Rd, Columbus, OH 43228, USA","39.955619899999995,-83.1299262",OPERATIONAL,ChIJq6p69o6QOIgRI8LIulkeIQg
Mediserv Town Street Pharmacy,43204,3684 Trabue Rd,Columbus,43204,"3684 Trabue Rd, Columbus, OH 43204, USA","39.9927389,-83.09339450000002",OPERATIONAL,ChIJB1ivLm2POIgRqX_eIxBVjfQ
green garden pharmacy,43017,6631 Commerce Pkwy,Dublin,43017,"6631 Commerce Pkwy, Dublin, OH 43017, USA","40.1035386,-83.14169799999999",OPERATIONAL,ChIJq6rqCTWTOIgRlL60_Lg2MS0
Walgreens Pharmacy,43229,2150 E Dublin Granville Rd,Columbus,43229,"2150 E Dublin Granville Rd, Columbus, OH 43229, USA","40.0871401,-82.9593945",OPERATIONAL,ChIJpZbNtS-LOIgRbQpU8wYQKvo
Kroger Pharmacy,43140,230 Lafayette St,London,43140,"230 Lafayette St, London, OH 43140, USA","39.897431999999995,-83.4369631",OPERATIONAL,ChIJ021CaEKvOIgRbK3pMGE-tpc
Walgreens Pharmacy,43212,1444 W 5th Ave,Grandview Heights,43212,"1444 W 5th Ave, Grandview Heights, OH 43212, USA","39.9891502,-83.04497839999999",OPERATIONAL,ChIJ3YrpklqOOIgR8yQZlrRNNls
Kroger Pharmacy,43119,5800 W Broad St,Galloway,43119,"5800 W Broad St, Galloway, OH 43119, USA","39.951643,-83.1562525",OPERATIONAL,ChIJnZc8lq-QOIgRsT_ilSUdYg4
Walgreens Pharmacy,43123,2110 Stringtown Rd,Grove City,43123,"2110 Stringtown Rd, Grove City, OH 43123, USA","39.879295899999995,-83.05907979999999",OPERATIONAL,ChIJx2CWtsGEOIgRU7GqpU364zA
Walgreens Pharmacy,43204,2770 W Broad St,Columbus,43204,"2770 W Broad St, Columbus, OH 43204, USA","39.9552256,-83.07448649999999",OPERATIONAL,ChIJzxFVOOGPOIgRoEinA_R9MfA
Walgreens Pharmacy,43119,5690 W Broad St,Galloway,43119,"5690 W Broad St, Galloway, OH 43119, USA","39.9517026,-83.1526719",OPERATIONAL,ChIJ5UtWEqWQOIgRAI8JLgKuk5I
CVS Pharmacy,43140,214 Lafayette St,London,43140,"214 Lafayette St, London, OH 43140, USA","39.896279199999995,-83.4382169",OPERATIONAL,ChIJW3nzhEGvOIgRYQAYQLGe6og
Walgreens Pharmacy,43201,1782 N High St,Columbus,43201,"1782 N High St, Columbus, OH 43201, USA","39.998712,-83.007378",OPERATIONAL,ChIJTbZU88WPOIgR5ieCcJu_t_Y
Kroger Pharmacy,43212,1375 Chambers Rd,Columbus,43212,"1375 Chambers Rd, Columbus, OH 43212, USA","39.992430999999996,-83.0432349",OPERATIONAL,ChIJGbGKYlyOOIgRCrVBk8YJNDY
Meijer Pharmacy,43017,6175 Sawmill Rd,Dublin,43017,"6175 Sawmill Rd, Dublin, OH 43017, USA","40.0931488,-83.0937316",OPERATIONAL,ChIJBRZkcrqSOIgRc-zctqcdUMQ
Kroger Pharmacy,43026,2525 Hilliard Rome Rd,Hilliard,43026,"2525 Hilliard Rome Rd, Hilliard, OH 43026, USA","40.0023103,-83.1561801",OPERATIONAL,ChIJD01OLDiROIgRQdocHxpt80Y
Meijer Pharmacy,43228,1661 Hilliard Rome Rd,Columbus,43228,"1661 Hilliard Rome Rd, Columbus, OH 43228, USA","39.9832568,-83.15370170000001",OPERATIONAL,ChIJxR3KGtmQOIgRGZIKb86a8HY
Meijer Pharmacy,43123,2811 London Groveport Rd,Grove City,43123,"2811 London Groveport Rd, Grove City, OH 43123, USA","39.8371147,-83.0805233",OPERATIONAL,ChIJuQWCqUqDOIgRjQbOzvQ_9IQ
Ernie's Pharmacy,43140,54 W High St suite a,London,43140,"54 W High St suite a, London, OH 43140, USA","39.8854021,-83.4495573",OPERATIONAL,ChIJiQ1v3gCvOIgRTm7AemEimGM
Kroger Pharmacy,43207,1441 Parsons Ave,Columbus,43207,"1441 Parsons Ave, Columbus, OH 43207, USA","39.934301399999995,-82.9853985",OPERATIONAL,ChIJnc-XPKiIOIgRGKIPN7VfTbg
Walgreens Pharmacy,43214,4890 N High St,Columbus,43214,"4890 N High St, Columbus, OH 43214, USA","40.0621763,-83.019079",OPERATIONAL,ChIJ5412EfSMOIgReXI1zp0B9b8
Kroger Pharmacy,43123,2474 Stringtown Rd,Grove City,43123,"2474 Stringtown Rd, Grove City, OH 43123, USA","39.8827937,-83.0685649",OPERATIONAL,ChIJX4jtG8aEOIgRWWzZ_uOL9C0
Walgreens Pharmacy,43207,3445 S High St,Columbus,43207,"3445 S High St, Columbus, OH 43207, USA","39.8913004,-82.99759379999999",OPERATIONAL,ChIJ08FjbiuEOIgRbJ8CUh0KnYo
Walgreens Pharmacy,43016,6805 Hospital Dr,Dublin,43016,"6805 Hospital Dr, Dublin, OH 43016, USA","40.102682699999995,-83.1605414",OPERATIONAL,ChIJyW5CF1STOIgRS-JLRkv8_1o
Walgreens Pharmacy,43026,5383 Cemetery Rd,Hilliard,43026,"5383 Cemetery Rd, Hilliard, OH 43026, USA","40.029486399999996,-83.16023419999999",OPERATIONAL,ChIJ__-_vP6TOIgR-BDXlAAtwiw
Kroger Pharmacy,43228,1585 Georgesville Square Dr,Columbus,43228,"1585 Georgesville Square Dr, Columbus, OH 43228, USA","39.9199858,-83.12111829999999",OPERATIONAL,ChIJRQeGHvWaOIgRQe87iEaz_mw
AHF Pharmacy - Columbus,43201,1230 N High St,Columbus,43201,"1230 N High St, Columbus, OH 43201, USA","39.9874045,-83.00533469999999",OPERATIONAL,ChIJG4BhbcWOOIgRdG68migTOqI
Kroger Pharmacy,43223,2161 Eakin Rd,Columbus,43223,"2161 Eakin Rd, Columbus, OH 43223, USA","39.9310811,-83.05397450000001",OPERATIONAL,ChIJMx54SGGFOIgRtOjtvJ29kyU
Buckeye Pharmacy,43228,27 Norton Rd,Columbus,43228,"27 Norton Rd, Columbus, OH 43228, USA","39.9511073,-83.1399642",OPERATIONAL,ChIJPzufuZmQOIgRijxTbgu9oeM
Clinic Pharmacy,43205,1000 E Broad St,Columbus,43205,"1000 E Broad St, Columbus, OH 43205, USA","39.9654691,-82.9745681",OPERATIONAL,ChIJ8ay0_tyIOIgRYm0oy8u4Vj0
Walmart Pharmacy,43140,375 Lafayette St,London,43140,"375 Lafayette St, London, OH 43140, USA","39.9088967,-83.4286427",OPERATIONAL,ChIJLUy7MHuvOIgR8Yrt7e5T0Vw
CVS Pharmacy,43206,591 E Livingston Ave,Columbus,43215,"591 E Livingston Ave, Columbus, OH 43215, USA","39.9518761,-82.9828465",OPERATIONAL,ChIJ7cKNjreIOIgReb5gcxtiz9A
CVS Pharmacy,43017,305 W Bridge St,Dublin,43017,"305 W Bridge St, Dublin, OH 43017, USA","40.0978035,-83.1229735",OPERATIONAL,ChIJhXlezymTOIgRJc-Q189JKcQ
Drug Store Pharmacy,43207,2940 Groveport Rd,Columbus,43207,"2940 Groveport Rd, Columbus, OH 43207, USA","39.9044579,-82.96489869999999",OPERATIONAL,ChIJiUWIfkSGOIgRCQ4h_Irgss4
Kroger Pharmacy,43123,5965 Hoover Rd,Grove City,43123,"5965 Hoover Rd, Grove City, OH 43123, USA","39.8412357,-83.0750352",OPERATIONAL,ChIJ5VfN2kuDOIgRII2OeIUYBRI
Kroger Pharmacy,43016,7100 Hospital Dr,Dublin,43016,"7100 Hospital Dr, Dublin, OH 43016, USA","40.102922799999995,-83.16439299999999",OPERATIONAL,ChIJA7jXwlWTOIgRRLq-rVgx1FM
CVS Pharmacy,43201,2160 N High St,Columbus,43201,"2160 N High St, Columbus, OH 43201, USA","40.0063387,-83.00898649999999",OPERATIONAL,ChIJwZEb7A3wb0ARekf9keW-Ix0
CVS Pharmacy,43026,6300 Scioto Darby Rd,Hilliard,43026,"6300 Scioto Darby Rd, Hilliard, OH 43026, USA","40.033515799999996,-83.1790518",OPERATIONAL,ChIJK4CMuhuUOIgRDdSsuLTAj2o
CVS Pharmacy,43026,1970 Hilliard Rome Rd,Hilliard,43026,"1970 Hilliard Rome Rd, Hilliard, OH 43026, USA","39.9911233,-83.1489862",OPERATIONAL,ChIJ0QYCriWROIgRJ-6xSCb7bhI
Walgreens Pharmacy,43065,9110 Dublin Rd,Powell,43065,"9110 Dublin Rd, Powell, OH 43065, USA","40.154635999999996,-83.1320733",OPERATIONAL,ChIJTdsucFDsOIgR6GOWZ9OjIa4
Doctors Hospital Pharmacy,43228,5100 W Broad St,Columbus,43228,"5100 W Broad St, Columbus, OH 43228, USA","39.9523861,-83.1377703",OPERATIONAL,ChIJX7cgrZCQOIgR0xsW5lNpG3s
CVS Pharmacy,43119,1001 Norton Rd,Galloway,43119,"1001 Norton Rd, Galloway, OH 43119, USA","39.9305922,-83.145049",OPERATIONAL,ChIJ4e9p5hKaOIgR5u0V0PvC4hU
CVS Pharmacy,43228,4801 W Broad St,Columbus,43228,"4801 W Broad St, Columbus, OH 43228, USA","39.951585099999996,-83.1298127",OPERATIONAL,ChIJ85F0g4WQOIgRgjSE1_HwdVw
CVS Pharmacy,43026,4961 Roberts Rd,Hilliard,43026,"4961 Roberts Rd, Hilliard, OH 43026, USA","40.002617,-83.13950249999999",OPERATIONAL,ChIJ71IwwBSROIgRFtrHrp7XXvM
Apothecare Pharmacy (only open to Southeast Healthcare patients),43215,131 N High St,Columbus,43215,"131 N High St, Columbus, OH 43215, USA","39.965111,-83.0016827",OPERATIONAL,ChIJ9c0q1C-POIgRODEKZHcSPUY
Kroger Pharmacy,43026,4656 Cemetery Rd,Hilliard,43026,"4656 Cemetery Rd, Hilliard, OH 43026, USA","40.03352110000001,-83.1404221",OPERATIONAL,ChIJ_fLa4dyTOIgRrm4vbmRrLvs
The State of Ohio Board of Pharmacy,43215,77 S High St,Columbus,43215,"77 S High St, Columbus, OH 43215, USA","39.9603791,-83.0009551",OPERATIONAL,ChIJUaS6OzGPOIgRBMDCJcdK_3c
Kroger Pharmacy,43235,2090 Crown Plaza Dr,Columbus,43235,"2090 Crown Plaza Dr, Columbus, OH 43235, USA","40.065643,-83.07343759999999",OPERATIONAL,ChIJ--I9UnmNOIgRyuiQkDrh4CE
Gifthealth Pharmacy,43228,4343 Equity Dr Suite A,Columbus,43228,"4343 Equity Dr Suite A, Columbus, OH 43228, USA","39.987110099999995,-83.12004309999999",OPERATIONAL,ChIJPXe5gkCNOIgR4srIC1vk_yE
