Business_Name,ZCTA5,Public Address Street,Public Address City,Public Zip,Full Address,Geo,Operational_Status,Places_ID
Walgreens Pharmacy,43551,10003 Fremont Pike,Perrysburg,43551,"10003 Fremont Pike, Perrysburg, OH 43551, USA","41.5430266,-83.58790259999999",OPERATIONAL,ChIJaQAYRSuIO4gRlOUguNZFc8s
Kroger Pharmacy,43402,1094 N Main St,Bowling Green,43402,"1094 N Main St, Bowling Green, OH 43402, USA","41.3912495,-83.64876559999999",OPERATIONAL,ChIJ60M6yQ4LPIgRND0gzHKHAWg
Meijer Pharmacy,43551,10055 Olde,Rossford,43460,"10055 Olde, US-20, Rossford, OH 43460, USA","41.5470628,-83.5887399",OPERATIONAL,ChIJY_4mzyuIO4gRHoSUEYbo1CM
Meijer Pharmacy,43537,1391 Conant St,Maumee,43537,"1391 Conant St, Maumee, OH 43537, USA","41.5791867,-83.66568339999999",OPERATIONAL,ChIJOZYVOlp3PIgRUA_765XSIlA
Westgate Family Pharmacy,43606,3147 Central Ave,Toledo,43606,"3147 Central Ave, Toledo, OH 43606, USA","41.677046,-83.6205389",OPERATIONAL,ChIJPWTykzt_PIgRn5K-00KuGQU
CVS Pharmacy,43402,212 E Wooster St,Bowling Green,43402,"212 E Wooster St, Bowling Green, OH 43402, USA","41.374434799999996,-83.6481871",OPERATIONAL,ChIJz5haHbsLPIgRL0gwANsri6k
Kroger Pharmacy,43528,7059 Orchard Centre Dr,Holland,43528,"7059 Orchard Centre Dr, Holland, OH 43528, USA","41.608271099999996,-83.7096298",OPERATIONAL,ChIJ5eV3f0x6PIgRyb4qQ-8VJqU
Kroger Pharmacy,43558,113 E Airport Hwy,Swanton,43558,"113 E Airport Hwy, Swanton, OH 43558, USA","41.5823706,-83.88574179999999",OPERATIONAL,ChIJpSyrB4toPIgRD-9ma6yuyZ0
Kroger Pharmacy,43614,2555 Glendale Ave,Toledo,43614,"2555 Glendale Ave, Toledo, OH 43614, USA","41.6113778,-83.60638039999999",OPERATIONAL,ChIJ--7IdW94PIgRPIh9Afh-hRc
Buderer Drug Co.,43551,26611 N Dixie Hwy Ste 119,Perrysburg,43551,"26611 N Dixie Hwy Ste 119, Perrysburg, OH 43551, USA","41.538793999999996,-83.63690989999999",OPERATIONAL,ChIJq05t91V2PIgRtBj3HX90rpc
Kroger Pharmacy,43537,1435 S Reynolds Rd,Maumee,43537,"1435 S Reynolds Rd, Maumee, OH 43537, USA","41.5841658,-83.666977",OPERATIONAL,ChIJE4X6sFl3PIgRjtuZaAV0y0w
Meijer Pharmacy,43617,7240 Central Ave,Toledo,43617,"7240 Central Ave, Toledo, OH 43617, USA","41.6766438,-83.71804410000001",OPERATIONAL,ChIJFSb9dn18PIgR3UthFolNp9M
Walmart Pharmacy,43402,131 W Gypsy Lane Rd,Bowling Green,43402,"131 W Gypsy Lane Rd, Bowling Green, OH 43402, USA","41.354110600000006,-83.6522985",OPERATIONAL,ChIJxSZs79wLPIgRP2eaMZe6R64
CVS Pharmacy,43614,2104 S Byrne Rd,Toledo,43614,"2104 S Byrne Rd, Toledo, OH 43614, USA","41.6016579,-83.6262381",OPERATIONAL,ChIJW6eMozd4PIgR0EaadkIrAu8
CVS Pharmacy,43551,9666 US-20,Rossford,43460,"9666 US-20, Rossford, OH 43460, USA","41.5434033,-83.5799509",OPERATIONAL,ChIJ-U34vjKIO4gRjwRhqrXVy2c
HealthyRX Pharmacy,43614,3188 S Byrne Rd,Toledo,43614,"3188 S Byrne Rd, Toledo, OH 43614, USA","41.5898026,-83.6158426",OPERATIONAL,ChIJlQ5gEmV5PIgR4lABY7awMQc
The Drug Store of Perrysburg,43551,580 Craig Dr #12,Perrysburg,43551,"580 Craig Dr #12, Perrysburg, OH 43551, USA","41.5372711,-83.63326339999999",OPERATIONAL,ChIJmw2pSlZ2PIgRxafNwcdIi_g
Kroger Pharmacy,43615,2257 N Holland Sylvania Rd,Toledo,43615,"2257 N Holland Sylvania Rd, Toledo, OH 43615, USA","41.662527499999996,-83.6843129",OPERATIONAL,ChIJ8WhyNfl7PIgRqtAyUS3plh0
Genoa Healthcare,43402,1010 N Prospect St #56,Bowling Green,43402,"1010 N Prospect St #56, Bowling Green, OH 43402, USA","41.386108199999995,-83.64839219999999",OPERATIONAL,ChIJfeqRtdULPIgRSuF12Nqj1D8
Community Discount Pharmacy,43614,2121 S Reynolds Rd,Toledo,43614,"2121 S Reynolds Rd, Toledo, OH 43614, USA","41.601374299999996,-83.6638906",OPERATIONAL,ChIJU0hZvPl5PIgRyI3KOplkZO0
Ryan Pharmacy and Orthopedic Supply,43607,3340 Dorr St,Toledo,43607,"3340 Dorr St, Toledo, OH 43607, USA","41.6532117,-83.6233206",OPERATIONAL,ChIJETIaW8V4PIgRuAg0cBlPtu4
Toledo Hospital Outpatient Pharmacy,43606,2142 N Cove Blvd,Toledo,43606,"2142 N Cove Blvd, Toledo, OH 43606, USA","41.67217,-83.59523639999999",OPERATIONAL,ChIJD4e-4oV_PIgR-39heVdqPgA
Walmart Pharmacy,43614,2925 Glendale Ave,Toledo,43614,"2925 Glendale Ave, Toledo, OH 43614, USA","41.6098686,-83.6125593",OPERATIONAL,ChIJfYhe2Gl4PIgRZftq0ZcQ7Bs
Walmart Pharmacy,43551,10392 Fremont Pike,Perrysburg,43551,"10392 Fremont Pike, Perrysburg, OH 43551, USA","41.5497532,-83.5932431",OPERATIONAL,ChIJ13fCNdZ3PIgRtd7orBJd8ho
AllCare Pharmacy,43537,1627 Henthorne Dr,Maumee,43537,"1627 Henthorne Dr, Maumee, OH 43537, USA","41.610945199999996,-83.68755379999999",OPERATIONAL,ChIJh0GTCYtoPIgROJ_S5SNekCc
Walgreens Pharmacy,43613,4580 Monroe St,Toledo,43613,"4580 Monroe St, Toledo, OH 43613, USA","41.6897719,-83.6224513",OPERATIONAL,ChIJXfQM6RB_PIgR_jzRd8PIqn4
Pharmacy Counter- Promedica Home Medical Equipment,43606,2655 Central Ave,Toledo,43606,"2655 Central Ave, Toledo, OH 43606, USA","41.676526599999995,-83.6068208",OPERATIONAL,ChIJAQAAsFl_PIgRh66aBM2wDHI
Anson Pharmacy,43450,209 Bierley Ave,Pemberville,43450,"209 Bierley Ave, Pemberville, OH 43450, USA","41.4140301,-83.4547584",OPERATIONAL,ChIJRWwKTHDzO4gRz6aJ1vLqLMo
Harness Health Pharmacy - Perrsyburg,43551,12623 Eckel Junction Rd,Perrysburg,43551,"12623 Eckel Junction Rd, Perrysburg, OH 43551, USA","41.5351955,-83.6376358",OPERATIONAL,ChIJaRqPKdd3PIgRArvNJ72UaLo
Walgreens Pharmacy,43605,925 Woodville Rd,Toledo,43605,"925 Woodville Rd, Toledo, OH 43605, USA","41.6355558,-83.5162367",OPERATIONAL,ChIJmyH1SZiGO4gRQLIPOT6iDCw
"Karla M. Staton, RPh",43609,1605 Broadway St,Toledo,43609,"1605 Broadway St, Toledo, OH 43609, USA","41.630291299999996,-83.55634",OPERATIONAL,ChIJ8aoYLhuHO4gR_nvpOWHjA2w
Kahler Pharmacy,43609,1941 Airport Hwy,Toledo,43609,"1941 Airport Hwy, Toledo, OH 43609, USA","41.6328244,-83.5914148",OPERATIONAL,ChIJI_m9u2KHO4gRFVkDgP_9Tbw
James Pharmacy,43604,623 Lagrange St,Toledo,43604,"623 Lagrange St, Toledo, OH 43604, USA","41.6594584,-83.5281976",OPERATIONAL,ChIJC6YuoEqBO4gRFQruGxz0nC8
Walgreens Pharmacy,43616,2562 Navarre Ave,Oregon,43616,"2562 Navarre Ave, Oregon, OH 43616, USA","41.636103299999995,-83.4871379",OPERATIONAL,ChIJm70kYBWEO4gRG-5SRhaLh-o
CVS Pharmacy,43420,600 E State St,Fremont,43420,"600 E State St, Fremont, OH 43420, USA","41.3453752,-83.10365209999999",OPERATIONAL,ChIJQzVVj0jGO4gRny5S4ca6AFk
MedX Pharmacy,43616,3021 Navarre Ave,Oregon,43616,"3021 Navarre Ave, Oregon, OH 43616, USA","41.637293199999995,-83.47579499999999",OPERATIONAL,ChIJKY8ld2iFO4gRFp_xeqmIupw
NOMS Fremont Family Medicine,43420,1479 N River Rd,Fremont,43420,"1479 N River Rd, Fremont, OH 43420, USA","41.366273899999996,-83.0849144",OPERATIONAL,ChIJq6oa09vHO4gRyx1SLZ8xKDw
Kroger Pharmacy,43420,1700 Cedar St,Fremont,43420,"1700 Cedar St, Fremont, OH 43420, USA","41.364419999999996,-83.13311",OPERATIONAL,ChIJsVVDRiDHO4gRMMRjothgn0w
Genoa Healthcare,43605,1425 Starr Ave,Toledo,43605,"1425 Starr Ave, Toledo, OH 43605, USA","41.6438208,-83.5103018",OPERATIONAL,ChIJGakEeeyHO4gRY3170CuDEUk
Meijer Pharmacy,43616,1725 S Wheeling St,Oregon,43616,"1725 S Wheeling St, Oregon, OH 43616, USA","41.6186377,-83.4833797",OPERATIONAL,ChIJTZEHUkqEO4gROYunQBP9Bg4
Prescriptions Only,43616,2562 Navarre Ave,Oregon,43616,"2562 Navarre Ave, Oregon, OH 43616, USA","41.6360886,-83.4871321",OPERATIONAL,ChIJF5_OYRWEO4gRKu8B6FhgYNQ
Harness Health Pharmacy - St. Charles,43616,2600 Navarre Ave,Oregon,43616,"2600 Navarre Ave, Oregon, OH 43616, USA","41.6354135,-83.4844489",OPERATIONAL,ChIJ16AQPP2FO4gRnlLOIfBNFiQ
Gibsonburg pharmacy inc,43416,350 Rice St,Elmore,43416,"350 Rice St, Elmore, OH 43416, USA","41.475214,-83.295103",OPERATIONAL,ChIJ5dFWhA2VO4gRUTMK9fsdcdY
Genoa Healthcare,43607,905 Nebraska Ave suite q,Toledo,43607,"905 Nebraska Ave suite q, Toledo, OH 43607, USA","41.6452381,-83.5658933",OPERATIONAL,ChIJecR3sj6HO4gRfHx4uTH93Xk
Harness Health Pharmacy - St. Vincent,43608,2213 Cherry St,Toledo,43608,"2213 Cherry St, Toledo, OH 43608, USA","41.6686741,-83.5428309",OPERATIONAL,ChIJT_CNvQyBO4gR1O4Y3IZF3UM
Walgreens Pharmacy,43420,1900 W State St,Fremont,43420,"1900 W State St, Fremont, OH 43420, USA","41.3569805,-83.1360247",OPERATIONAL,ChIJ__8PhB3HO4gRWTdYzsjJIW8
Walmart Pharmacy,43420,2052 OH-53,Fremont,43420,"2052 OH-53, Fremont, OH 43420, USA","41.3746432,-83.1198285",OPERATIONAL,ChIJV0CUy6DHO4gRfhKuG2zw5Lo
Kroger Pharmacy,43616,3301 Navarre Ave,Oregon,43616,"3301 Navarre Ave, Oregon, OH 43616, USA","41.6383705,-83.46995299999999",OPERATIONAL,ChIJ5R-U0maEO4gRouQpq_2e8Jw
Lagrange Pharmacy,43608,3250 Lagrange St,Toledo,43608,"3250 Lagrange St, Toledo, OH 43608, USA","41.682079099999996,-83.541708",OPERATIONAL,ChIJR-ovniKBO4gRLSlunsY0wZg
Promedica Physician Marshall Family Medicine,43460,1215 Grassy Ln,Rossford,43460,"1215 Grassy Ln, Rossford, OH 43460, USA","41.59005500000001,-83.568383",OPERATIONAL,ChIJq6o6J92HO4gRt3gNjKpAaw0
Harness Health Pharmacy - Franklin Avenue,43620,2213 Franklin Ave,Toledo,43608,"2213 Franklin Ave, Toledo, OH 43608, USA","41.6644698,-83.5458688",OPERATIONAL,ChIJ9UBpsWyBO4gRIdPwCVhB6rg
Junction Health-Mart Pharmacy,43607,1339 Dorr St Unit A,Toledo,43607,"1339 Dorr St Unit A, Toledo, OH 43607, USA","41.6526,-83.576331",OPERATIONAL,ChIJVVVFM0-HO4gRdKIfakpwpJo
Kroger Pharmacy,44870,226 E Perkins Ave,Sandusky,44870,"226 E Perkins Ave, Sandusky, OH 44870, USA","41.4313538,-82.6948268",OPERATIONAL,ChIJAznykWlGOogR5kLXfMKLoHM
Meijer Pharmacy,44870,4702 Milan Rd,Sandusky,44870,"4702 Milan Rd, Sandusky, OH 44870, USA","41.4115062,-82.6630978",OPERATIONAL,ChIJZQIFt9hGOogRfwefXTLMz8o
Kroger Pharmacy,43452,2028 E Harbor Rd,Port Clinton,43452,"2028 E Harbor Rd, Port Clinton, OH 43452, USA","41.5139687,-82.9023654",OPERATIONAL,ChIJh7i51DNNOogRIdcsMYtJ78s
CVS Pharmacy,44870,4020 Milan Rd,Sandusky,44870,"4020 Milan Rd, Sandusky, OH 44870, USA","41.420975299999995,-82.6736861",OPERATIONAL,ChIJMximHelGOogRMlSxlmEZJlU
Discount Drug Mart,44870,3700 Milan Rd,Sandusky,44870,"3700 Milan Rd, Sandusky, OH 44870, USA","41.423147199999995,-82.67830819999999",OPERATIONAL,ChIJGXz-K2FGOogRTFV7matiWIE
CVS Pharmacy,44870,513 E Monroe St,Sandusky,44870,"513 E Monroe St, Sandusky, OH 44870, USA","41.452748799999995,-82.70159620000001",OPERATIONAL,ChIJ8e61egdFOogRTGtwJrx1iiM
Walmart Pharmacy,44870,5500 Milan Rd Suite 200,Sandusky,44870,"5500 Milan Rd Suite 200, Sandusky, OH 44870, USA","41.404803099999995,-82.6556628",OPERATIONAL,ChIJWbWvE9hGOogRJZywyJQKuKQ
Walmart Pharmacy,43452,2826 E Harbor Rd,Port Clinton,43452,"2826 E Harbor Rd, Port Clinton, OH 43452, USA","41.5199291,-82.863221",OPERATIONAL,ChIJsbcm6J9NOogRl2FhGbE2uhs
Buderer Drug Co.,44870,633 Hancock St,Sandusky,44870,"633 Hancock St, Sandusky, OH 44870, USA","41.451319,-82.705257",OPERATIONAL,ChIJ2wuP89hFOogRKObK4ZCFHIw
Magruder Hospital Retail Pharmacy,43452,615 Fulton St Suite 100,Port Clinton,43452,"615 Fulton St Suite 100, Port Clinton, OH 43452, USA","41.5062381,-82.9314196",OPERATIONAL,ChIJwTYCqoezO4gR5-3wkFGaEak
Discount Drug Mart Pharmacy Sandusky #14,44870,3700 Milan Rd,Sandusky,44870,"3700 Milan Rd, Sandusky, OH 44870, USA","41.4232149,-82.6782346",OPERATIONAL,ChIJjcF2NFZHOogRorSzJRXIZSQ
Sam's Club Pharmacy,44870,614 Crossings Rd,Sandusky,44870,"614 Crossings Rd, Sandusky, OH 44870, USA","41.400371,-82.6665541",OPERATIONAL,ChIJF5Vr5iNHOogR0ri1CN6xqTQ
Magruder Pharmacy at Bassetts,43452,3994 E Harbor Rd Suite B,Port Clinton,43452,"3994 E Harbor Rd Suite B, Port Clinton, OH 43452, USA","41.522731,-82.8564657",OPERATIONAL,ChIJwROlcwBNOogRlVGVCIJJsEc
ProMedica Pharmacy Medication Management - Fremont,43420,715 S Taft Ave,Fremont,43420,"715 S Taft Ave, Fremont, OH 43420, USA","41.3395073,-83.1349326",OPERATIONAL,ChIJSVTKiDnHO4gRpGkAx63fIT4
Community Markets Oak Harbor Pharmacy,43449,279 W Water St,Oak Harbor,43449,"279 W Water St, Oak Harbor, OH 43449, USA","41.5074263,-83.149405",OPERATIONAL,ChIJn2FfEvu7O4gRsjqJHNlgKls
Noms Family Practice,43410,112 Independence Way Suite 110,Clyde,43410,"112 Independence Way Suite 110, Clyde, OH 43410, USA","41.304220099999995,-82.975192",OPERATIONAL,ChIJqWh1sQvMO4gRX5ZQmtc6dd4
Community Markets,43449,279 W Water St,Oak Harbor,43449,"279 W Water St, Oak Harbor, OH 43449, USA","41.5075645,-83.1491241",OPERATIONAL,ChIJn7omA5q7O4gRtl1kpaMo86Q
CVS Photo,44870,513 E Monroe St,Sandusky,44870,"513 E Monroe St, Sandusky, OH 44870, USA","41.452919,-82.7016694",OPERATIONAL,ChIJiXqbBehFOogRlNl6XbhpkBc
Leis Ashley M,43452,2028 E Harbor Rd,Port Clinton,43452,"2028 E Harbor Rd, Port Clinton, OH 43452, USA","41.5139545,-82.9022464",OPERATIONAL,ChIJh7i51DNNOogRe6oMdLGgwkk
McKeen Pharmacy,44870,149 E Water St,Sandusky,44870,"149 E Water St, Sandusky, OH 44870, USA","41.4578278,-82.7113512",OPERATIONAL,ChIJh2qGKDxFOogR3nUMC8YJwIo
The Little Clinic,44870,226 E Perkins Ave,Sandusky,44870,"226 E Perkins Ave, Sandusky, OH 44870, USA","41.4316318,-82.6954423",OPERATIONAL,ChIJdcWuPmFGOogRoXX99MOQWuk
COVID-19 Drive-Thru Testing at Walgreens,43420,1900 W State St,Fremont,43420,"1900 W State St, Fremont, OH 43420, USA","41.3570839,-83.1357914",OPERATIONAL,ChIJ__8PhB3HO4gRwLjrBNRDMJk
Home & Pharmacy,44053,,Lorain,44053,"Lorain, OH 44053, USA","41.4296635,-82.2077261",OPERATIONAL,ChIJYfS95vCdMIgRqXlYw4T5Pqk
Pharmacy,44035,110 Chestnut Commons Dr,Elyria,44035,"110 Chestnut Commons Dr, Elyria, OH 44035, USA","41.3440296,-82.06694639999999",OPERATIONAL,ChIJlz8DwmuYMIgR9u56D3haUJ8
Mercy Health - Lorain Hospital,44053,3700 Kolbe Rd,Lorain,44053,"3700 Kolbe Rd, Lorain, OH 44053, USA","41.435939399999995,-82.2372774",OPERATIONAL,ChIJ09hU2Wp2OogRmKZEF6sZjlo
Walgreens Pharmacy,44035,100 Cleveland St,Elyria,44035,"100 Cleveland St, Elyria, OH 44035, USA","41.3733849,-82.0936713",OPERATIONAL,ChIJKVtVagOZMIgR13i6hmXg1Ss
Meijer Pharmacy,44053,5350 N Leavitt Rd,Lorain,44053,"5350 N Leavitt Rd, Lorain, OH 44053, USA","41.419593899999995,-82.2118024",OPERATIONAL,ChIJl7SqB3WdMIgRM-upvuBZgEg
Discount Drug Mart Pharmacy,44035,500 Abbe Rd N,Elyria,44035,"500 Abbe Rd N, Elyria, OH 44035, USA","41.387878799999996,-82.078813",OPERATIONAL,ChIJdenSEqKZMIgRxpSF4Zp_XyI
Walgreens Pharmacy,44053,5411 N Leavitt Rd,Lorain,44053,"5411 N Leavitt Rd, Lorain, OH 44053, USA","41.4192809,-82.2083112",OPERATIONAL,ChIJBbD3yf2dMIgRk5_rgEqBXJA
Walgreens Pharmacy,44055,2730 Broadway,Lorain,44052,"2730 Broadway, Lorain, OH 44052, USA","41.4456075,-82.1657146",OPERATIONAL,ChIJedpbilGcMIgRHw3Wwn1VSnM
CVS Pharmacy,44053,3230 Oberlin Ave,Lorain,44053,"3230 Oberlin Ave, Lorain, OH 44053, USA","41.4411561,-82.1859365",OPERATIONAL,ChIJxUFVw7udMIgRNSCKd60enYQ
Giant Eagle Pharmacy,44035,320 Market Dr,Elyria,44035,"320 Market Dr, Elyria, OH 44035, USA","41.389769699999995,-82.1099809",OPERATIONAL,ChIJySBgfT-ZMIgR3V1CPD2p1lc
Walmart Pharmacy,44035,1000 Chestnut Commons Dr,Elyria,44035,"1000 Chestnut Commons Dr, Elyria, OH 44035, USA","41.3503723,-82.0675078",OPERATIONAL,ChIJtRZjwUGYMIgRzpwU5To8T84
Giant Eagle Pharmacy,44001,2201 Kresge Dr,Amherst,44001,"2201 Kresge Dr, Amherst, OH 44001, USA","41.4152323,-82.20483759999999",OPERATIONAL,ChIJdZ2U2-GdMIgRVeGDSBMPkjs
CVS Pharmacy,44001,8000 Oak Point Rd,Amherst,44001,"8000 Oak Point Rd, Amherst, OH 44001, USA","41.4131195,-82.242541",OPERATIONAL,ChIJqeyddNx1OogRnN2QuEUZ984
Southside Pharmacy,44055,2811 Fulton Rd # B,Lorain,44055,"2811 Fulton Rd # B, Lorain, OH 44055, USA","41.444997,-82.15142569999999",OPERATIONAL,ChIJaUPQEV2cMIgRYzv41wTUXlA
Walmart Pharmacy,44053,4380 N Leavitt Rd,Lorain,44053,"4380 N Leavitt Rd, Lorain, OH 44053, USA","41.429757099999996,-82.20859329999999",OPERATIONAL,ChIJe8bVoWiZMIgROccaDwrQIR8
CVS Pharmacy,44035,240 Market Dr,Elyria,44035,"240 Market Dr, Elyria, OH 44035, USA","41.3887892,-82.1093005",OPERATIONAL,ChIJ9UwD0T-ZMIgREZUGdMhtS4M
CVS Pharmacy,44035,443 Cleveland St,Elyria,44035,"443 Cleveland St, Elyria, OH 44035, USA","41.3746718,-82.0850757",OPERATIONAL,ChIJRdccRQeZMIgR3wmlXA-Oi5E
Elyria Lowcost Pharmacy,44035,401 Cleveland St,Elyria,44035,"401 Cleveland St, Elyria, OH 44035, USA","41.37415,-82.08704999999999",OPERATIONAL,ChIJZ7Wz2DSZMIgRv8zB4eQRLrw
Gentry Health Services,44012,33381 Walker Rd Suite A,Avon Lake,44012,"33381 Walker Rd Suite A, Avon Lake, OH 44012, USA","41.4927979,-82.0442911",OPERATIONAL,ChIJQWB-lZm3MIgRqb_AEoNRkw8
Gates Pharmacy,44035,125 E Broad St # 109,Elyria,44035,"125 E Broad St # 109, Elyria, OH 44035, USA","41.366972,-82.0964561",OPERATIONAL,ChIJkzCG3uKYMIgR1RnZqVU2A8I
Discount Drug Mart Pharmacy #4,44012,33382 Walker Rd,Avon Lake,44012,"33382 Walker Rd, Avon Lake, OH 44012, USA","41.4940518,-82.0442893",OPERATIONAL,ChIJfXVm4SyFMIgRev72SXNuEI0
Buderer Drug Co.,44011,38530 Chester Rd #400,Avon,44011,"38530 Chester Rd #400, Avon, OH 44011, USA","41.4674178,-82.0540814",OPERATIONAL,ChIJGxHpcL2aMIgRF_jqXi3B3m4
Discount Drug Mart Pharmacy Amherst #02,44001,300 N Leavitt Rd,Amherst,44001,"300 N Leavitt Rd, Amherst, OH 44001, USA","41.40867,-82.2104624",OPERATIONAL,ChIJW8UK7jSfMIgR3uGdUdnU6jo
Marc's Pharmacy,44055,170 Sheffield Center,Lorain,44055,"170 Sheffield Center, Lorain, OH 44055, USA","41.4186346,-82.1497749",OPERATIONAL,ChIJzXpUBiKcMIgRyPs0beBWXeU
Giant Eagle Pharmacy,44054,5231 Detroit Rd,Sheffield Lake,44054,"5231 Detroit Rd, Sheffield Lake, OH 44054, USA","41.4277923,-82.07935499999999",OPERATIONAL,ChIJxa6VNjSaMIgRcRzLpbPg3eo
Sam's Club Pharmacy,44035,5225 Cobblestone Rd,Sheffield,44035,"5225 Cobblestone Rd, Sheffield, OH 44035, USA","41.4220216,-82.081029",OPERATIONAL,ChIJLVkvoTOaMIgRdc5z5F-JV1A
Harness Health Pharmacy - Lorain,44053,3600 Kolbe Rd Suite 102,Lorain,44053,"3600 Kolbe Rd Suite 102, Lorain, OH 44053, USA","41.4365981,-82.23721239999999",OPERATIONAL,ChIJVWZSu7x3OogRFYpkCb9Ak9U
Giant Eagle Pharmacy,44089,4453 Liberty Ave,Vermilion,44089,"4453 Liberty Ave, Vermilion, OH 44089, USA","41.423331,-82.3436631",OPERATIONAL,ChIJ2R0w_dRzOogRf-pYWE5PrnA
MAC Pharmacy,44035,710 Cleveland St,Elyria,44035,"710 Cleveland St, Elyria, OH 44035, USA","41.3778868,-82.0770019",OPERATIONAL,ChIJO5ZTW4iZMIgR4bW2O0SdQ44
"Shari R. Scudder, BS",44035,240 Market Dr,Elyria,44035,"240 Market Dr, Elyria, OH 44035, USA","41.3886643,-82.1091903",OPERATIONAL,ChIJQ2o5_z6ZMIgR6_irINtxd7s
Pharmacy,44052,2253 Colorado Ave,Lorain,44052,"2253 Colorado Ave, Lorain, OH 44052, USA","41.466333899999995,-82.14701389999999",OPERATIONAL,ChIJc-r0CpOcMIgR9B_S4IbMtKY
University Hospitals Amherst pharmacy,44001,917 N Lake St Suite 150,Amherst,44001,"917 N Lake St Suite 150, Amherst, OH 44001, USA","41.409462999999995,-82.23622870000001",OPERATIONAL,ChIJCwnzXwB1OogR_GgvochcoK4
LCH&D Pharmacy,44035,801 Middle Ave,Elyria,44035,"801 Middle Ave, Elyria, OH 44035, USA","41.359642,-82.10762100000001",OPERATIONAL,ChIJbXFbagCZMIgRd_wnffvGlPE
Marc's Stores,44055,170 Sheffield Center,Lorain,44055,"170 Sheffield Center, Lorain, OH 44055, USA","41.418534,-82.14939919999999",OPERATIONAL,ChIJZUFSrBicMIgRFpMXdDjZ0KM
Walgreens Pharmacy,44129,5400 Pearl Rd,Parma,44129,"5400 Pearl Rd, Parma, OH 44129, USA","41.4143028,-81.7339674",OPERATIONAL,ChIJ7Q0msQLvMIgR6KVcLAu7T9E
CVS Pharmacy,44134,2007 Brookpark Rd,Cleveland,44109,"2007 Brookpark Rd, Cleveland, OH 44109, USA","41.418857900000006,-81.69410850000001",OPERATIONAL,ChIJKdryBn_vMIgRfF2k_5D3Hq0
Marcs Pharmacy Great Northern,44070,Great Northern Shopping Center 26393,North Olmsted,44070,"Great Northern Shopping Center 26393, Brookpark Rd, North Olmsted, OH 44070, USA","41.4188197,-81.9154454",OPERATIONAL,ChIJbVRWKKKTMIgR5kfWp_qjhHA
The Centers for Families and Children Pharmacy,44129,5955 Ridge Rd,Parma,44129,"5955 Ridge Rd, Parma, OH 44129, USA","41.4008417,-81.7342451",OPERATIONAL,ChIJWYX7jyDvMIgRJyGOmU1zNXg
CVS Pharmacy,44107,11706 Clifton Blvd,Lakewood,44107,"11706 Clifton Blvd, Lakewood, OH 44107, USA","41.488195399999995,-81.76935999999999",OPERATIONAL,ChIJn9Qtd7HxMIgRCrhDEEfleGA
St Vincent Pro Pharmacy,44115,2351 E 22nd St,Cleveland,44115,"2351 E 22nd St, Cleveland, OH 44115, USA","41.4964467,-81.67361369999999",OPERATIONAL,ChIJ9X5B04v6MIgRghG7VrgHe2E
Walgreens Pharmacy,44111,16803 Lorain Ave,Cleveland,44111,"16803 Lorain Ave, Cleveland, OH 44111, USA","41.4500677,-81.8151761",OPERATIONAL,ChIJdVwUmpjtMIgR0azk3csXeOs
CVS Pharmacy,44017,212 W Bagley Rd,Berea,44017,"212 W Bagley Rd, Berea, OH 44017, USA","41.3735844,-81.86106459999999",OPERATIONAL,ChIJh1f-A0rrMIgRI8UifuXYBis
Walgreens Pharmacy,44130,7260 Pearl Rd,Middleburg Heights,44130,"7260 Pearl Rd, Middleburg Heights, OH 44130, USA","41.3682458,-81.8049269",OPERATIONAL,ChIJ67zHE77rMIgR8Jg5Mu34w9M
Walgreens Pharmacy,44107,11701 Detroit Ave,Lakewood,44107,"11701 Detroit Ave, Lakewood, OH 44107, USA","41.4833807,-81.7691696",OPERATIONAL,ChIJreLmX_LxMIgRtR3ws6PNBks
CVS Pharmacy,44138,27120 Bagley Rd,Olmsted Township,44138,"27120 Bagley Rd, Olmsted Township, OH 44138, USA","41.3730986,-81.94504450000001",OPERATIONAL,ChIJx6rtiySUMIgR9e-lKXf647A
CVS Pharmacy,44136,13777 Pearl Rd,Strongsville,44136,"13777 Pearl Rd, Strongsville, OH 44136, USA","41.313451500000006,-81.8344549",OPERATIONAL,ChIJhScSI53qMIgRfVsVtlY5BP4
Midview Drug,44044,35053 Royalton Rd,Grafton,44044,"35053 Royalton Rd, Grafton, OH 44044, USA","41.3133034,-82.0023059",OPERATIONAL,ChIJn3995Xm9MIgRTGcxrFxdaNU
Walgreens Pharmacy,44106,10001 Chester Ave Suite B,Cleveland,44106,"10001 Chester Ave Suite B, Cleveland, OH 44106, USA","41.5058448,-81.618324",OPERATIONAL,ChIJD-WksZD7MIgRo1tduRIagwM
Walgreens Pharmacy,44017,6 E Bagley Rd,Berea,44017,"6 E Bagley Rd, Berea, OH 44017, USA","41.3721642,-81.8525219",OPERATIONAL,ChIJIcztfTjrMIgRJSvybNep56o
Discount Drug Mart Pharmacy,44136,9133 Pearl Rd,Strongsville,44136,"9133 Pearl Rd, Strongsville, OH 44136, USA","41.3437729,-81.8219755",OPERATIONAL,ChIJyQe7aODrMIgRuDHFA3ORI6g
CVS Pharmacy,44130,7259 Pearl Rd,Middleburg Heights,44130,"7259 Pearl Rd, Middleburg Heights, OH 44130, USA","41.3675665,-81.8036891",OPERATIONAL,ChIJ0U0xSb7rMIgRzONjKdpFU9k
