GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
G39002300030011,390230030011,61,4
G39002300030012,390230030012,51,3
G39002300030021,390230030021,81,7
G39002300030022,390230030022,64,4
G39002300030023,390230030023,54,3
G39002300030024,390230030024,60,4
G39002300031011,390230031011,76,6
G39002300031012,390230031012,73,6
G39002300031021,390230031021,73,6
G39002300031022,390230031022,59,3
G39002300032001,390230032001,68,5
G39002300032002,390230032002,59,3
G39002300032003,390230032003,56,3
G39002300033011,390230033011,71,5
G39002300033012,390230033012,57,3
G39002300033013,390230033013,57,3
G39002300033021,390230033021,76,6
G39002300033022,390230033022,81,7
G39002300033023,390230033023,66,4
G39002300034001,390230034001,85,8
G39002300034002,390230034002,96,9
G39002300034003,390230034003,93,9
G39002300037001,390230037001,64,4
G39002300037002,390230037002,83,7
G39002300037003,390230037003,68,5
G39002300037004,390230037004,76,6
G39002300037005,390230037005,52,3
G39002500401011,390250401011,60,4
G39002500401012,390250401012,66,4
G39002500401013,390250401013,56,3
G39002500401021,390250401021,66,4
G39002500401022,390250401022,67,5
G39002500402021,390250402021,54,3
G39002500402022,390250402022,55,3
G39002500402031,390250402031,63,4
G39002500402032,390250402032,61,4
G39002500402033,390250402033,59,3
G39002500402034,390250402034,50,3
G39002500402051,390250402051,67,5
G39002500402052,390250402052,99,10
G39002500402061,390250402061,65,4
G39002500402062,390250402062,64,4
G39002500402063,390250402063,64,4
G39002500403011,390250403011,17,1
G39002500403012,390250403012,17,1
G39002500403021,390250403021,22,1
G39002500403022,390250403022,60,4
G39002500403031,390250403031,26,1
G39002500403032,390250403032,41,2
G39002500403033,390250403033,23,1
G39002500403034,390250403034,34,1
G39002500404011,390250404011,47,2
G39002500404012,390250404012,36,1
G39002500404013,390250404013,41,2
G39002500404031,390250404031,57,3
G39002500404041,390250404041,33,1
G39002500404042,390250404042,52,3
G39002500404051,390250404051,29,1
G39002500404052,390250404052,51,3
G39002500405001,390250405001,68,5
G39002500405002,390250405002,67,5
G39002500405003,390250405003,70,5
G39002500405004,390250405004,76,6
G39002500405005,390250405005,60,4
G39002500405006,390250405006,74,6
G39002500406001,390250406001,65,4
G39002500406002,390250406002,32,1
G39002500406003,390250406003,29,1
G39002500406004,390250406004,37,2
G39002500407021,390250407021,56,3
G39002500407022,390250407022,34,1
G39002500407023,390250407023,69,5
G39002500407031,390250407031,44,2
G39002500407032,390250407032,64,4
G39002500407041,390250407041,52,3
G39002500407042,390250407042,54,3
G39002500407043,390250407043,52,3
G39002500408001,390250408001,61,4
G39002500408002,390250408002,70,5
G39002500408003,390250408003,56,3
G39002500408004,390250408004,59,3
G39002500408005,390250408005,62,4
G39002500409001,390250409001,69,5
G39002500409002,390250409002,68,5
G39002500409003,390250409003,71,5
G39002500409004,390250409004,78,6
G39002500410011,390250410011,64,4
G39002500410012,390250410012,72,5
G39002500410013,390250410013,58,3
G39002500410021,390250410021,31,1
G39002500410022,390250410022,38,2
G39002500411011,390250411011,52,3
G39002500411012,390250411012,79,7
G39002500411021,390250411021,69,5
G39002500411022,390250411022,65,4
G39002500411023,390250411023,49,2
G39002500411041,390250411041,44,2
G39002500411042,390250411042,54,3
G39002500411051,390250411051,72,5
G39002500411052,390250411052,48,2
G39002500411053,390250411053,66,4
G39002500412011,390250412011,74,6
G39002500412012,390250412012,55,3
G39002500412013,390250412013,62,4
G39002500412021,390250412021,53,3
G39002500412022,390250412022,42,2
G39002500412023,390250412023,66,4
G39002500413031,390250413031,59,3
G39002500413032,390250413032,73,6
G39002500413033,390250413033,47,2
G39002500413041,390250413041,PH,PH
G39002500413051,390250413051,48,2
G39002500413052,390250413052,64,4
G39002500413053,390250413053,37,2
G39002500413061,390250413061,66,4
G39002500413062,390250413062,66,4
G39002500413063,390250413063,67,5
G39002500413064,390250413064,72,5
G39002500413071,390250413071,60,4
G39002500413072,390250413072,62,4
G39002500413073,390250413073,60,4
G39002500414031,390250414031,73,6
G39002500414032,390250414032,66,4
G39002500414033,390250414033,75,6
G39002500414034,390250414034,53,3
G39002500414041,390250414041,82,7
G39002500414042,390250414042,72,5
G39002500414043,390250414043,53,3
G39002500414044,390250414044,65,4
G39002500414051,390250414051,79,7
G39002500414052,390250414052,75,6
G39002500414053,390250414053,65,4
G39002500414054,390250414054,73,6
G39002500414061,390250414061,17,1
G39002500414062,390250414062,33,1
G39002500415031,390250415031,62,4
G39002500415032,390250415032,55,3
G39002500415033,390250415033,70,5
G39002500415041,390250415041,52,3
G39002500415042,390250415042,53,3
G39002500415051,390250415051,59,3
G39002500415052,390250415052,75,6
G39002500415053,390250415053,20,1
G39002500415061,390250415061,36,1
G39002500415062,390250415062,36,1
G39002500416001,390250416001,64,4
G39002500416002,390250416002,60,4
G39002500416003,390250416003,54,3
G39002500416004,390250416004,78,6
G39002500417011,390250417011,77,6
G39002500417012,390250417012,50,3
G39002500417013,390250417013,67,5
G39002500417021,390250417021,48,2
G39002500417022,390250417022,34,1
G39002500417023,390250417023,48,2
G39002500418001,390250418001,86,8
G39002500418002,390250418002,76,6
G39002500419001,390250419001,59,3
G39002500419002,390250419002,55,3
G39002500419003,390250419003,55,3
G39002500419004,390250419004,55,3
G39002500420011,390250420011,63,4
G39002500420012,390250420012,64,4
G39002500420013,390250420013,62,4
G39002500420021,390250420021,65,4
G39002500420022,390250420022,80,7
G39002709643001,390279643001,91,8
G39002709643002,390279643002,86,8
G39002709643003,390279643003,90,8
G39002709643004,390279643004,80,7
G39002709644001,390279644001,74,6
G39002709644002,390279644002,40,2
G39002709644003,390279644003,45,2
G39002709645011,390279645011,81,7
G39002709645012,390279645012,54,3
G39002709645021,390279645021,60,4
G39002709645022,390279645022,64,4
G39002709645023,390279645023,77,6
G39002709646001,390279646001,80,7
G39002709646002,390279646002,80,7
G39002709646003,390279646003,88,8
G39002709646004,390279646004,81,7
G39002709647001,390279647001,GQ,GQ
G39002709647002,390279647002,83,7
G39002709647003,390279647003,77,6
G39002709647004,390279647004,75,6
G39002709648001,390279648001,52,3
G39002709648002,390279648002,72,5
G39002709648003,390279648003,57,3
G39002709649001,390279649001,81,7
G39002709649002,390279649002,98,10
G39002709649003,390279649003,82,7
G39002709649004,390279649004,68,5
G39002709650001,390279650001,65,4
G39002709650002,390279650002,65,4
G39002709650003,390279650003,64,4
G39002709651001,390279651001,51,3
G39002709651002,390279651002,55,3
G39002709651003,390279651003,86,8
G39002909501001,390299501001,80,7
G39002909501002,390299501002,79,7
G39002909501003,390299501003,78,6
G39002909501004,390299501004,78,6
G39002909502001,390299502001,75,6
G39002909502002,390299502002,86,8
G39002909502003,390299502003,93,9
G39002909502004,390299502004,76,6
G39002909502005,390299502005,84,7
G39002909503001,390299503001,51,3
G39002909503002,390299503002,93,9
G39002909503003,390299503003,65,4
G39002909503004,390299503004,91,8
G39002909503005,390299503005,89,8
G39002909504001,390299504001,86,8
G39002909504002,390299504002,60,4
G39002909504003,390299504003,60,4
G39002909504004,390299504004,55,3
G39002909505001,390299505001,97,10
G39002909505002,390299505002,93,9
G39002909505003,390299505003,91,8
G39002909505004,390299505004,92,9
G39002909505005,390299505005,90,8
G39002909505006,390299505006,87,8
G39002909506001,390299506001,68,5
G39002909506002,390299506002,67,5
G39002909506003,390299506003,65,4
G39002909506004,390299506004,64,4
G39002909506005,390299506005,68,5
G39002909507001,390299507001,82,7
G39002909507002,390299507002,96,9
G39002909507003,390299507003,88,8
G39002909507004,390299507004,83,7
G39002909507005,390299507005,88,8
G39002909508001,390299508001,75,6
G39002909508002,390299508002,61,4
G39002909508003,390299508003,64,4
G39002909508004,390299508004,66,4
G39002909509001,390299509001,77,6
G39002909509002,390299509002,78,6
G39002909509003,390299509003,75,6
G39002909510001,390299510001,72,5
G39002909510002,390299510002,72,5
G39002909510003,390299510003,72,5
G39002909510004,390299510004,72,5
G39002909511001,390299511001,81,7
G39002909511002,390299511002,78,6
G39002909511003,390299511003,87,8
G39002909511004,390299511004,92,9
G39002909511005,390299511005,94,9
G39002909512001,390299512001,70,5
G39002909512002,390299512002,72,5
G39002909512003,390299512003,88,8
G39002909512004,390299512004,97,10
G39002909513001,390299513001,79,7
G39002909513002,390299513002,77,6
G39002909513003,390299513003,83,7
G39002909513004,390299513004,82,7
G39002909514011,390299514011,76,6
G39002909514012,390299514012,68,5
G39002909514021,390299514021,GQ,GQ
G39002909514022,390299514022,86,8
G39002909514023,390299514023,85,8
G39002909515001,390299515001,84,7
G39002909515002,390299515002,88,8
G39002909515003,390299515003,91,8
G39002909515004,390299515004,92,9
G39002909515005,390299515005,89,8
G39002909516001,390299516001,63,4
G39002909516002,390299516002,63,4
G39002909516003,390299516003,65,4
G39002909516004,390299516004,66,4
G39002909517001,390299517001,78,6
G39002909517002,390299517002,78,6
G39002909517003,390299517003,74,6
G39002909517004,390299517004,80,7
G39002909517005,390299517005,80,7
G39002909518001,390299518001,95,9
G39002909518002,390299518002,99,10
G39002909518003,390299518003,96,9
G39002909518004,390299518004,95,9
G39002909519001,390299519001,95,9
G39002909519002,390299519002,95,9
G39002909519003,390299519003,95,9
G39002909520001,390299520001,100,10
G39002909520002,390299520002,76,6
G39002909521001,390299521001,99,10
G39002909521002,390299521002,100,10
G39002909522001,390299522001,98,10
G39002909523001,390299523001,98,10
G39002909523002,390299523002,100,10
G39002909523003,390299523003,100,10
G39002909524001,390299524001,84,7
G39002909524002,390299524002,88,8
G39002909524003,390299524003,81,7
G39003109609001,390319609001,77,6
G39003109609002,390319609002,64,4
G39003109609003,390319609003,61,4
G39003109610001,390319610001,72,5
G39003109610002,390319610002,73,6
G39003109610003,390319610003,77,6
G39003109610004,390319610004,73,6
G39003109611001,390319611001,77,6
G39003109611002,390319611002,77,6
G39003109611003,390319611003,77,6
G39003109612001,390319612001,83,7
G39003109612002,390319612002,95,9
G39003109612003,390319612003,73,6
G39003109613001,390319613001,95,9
G39003109613002,390319613002,96,9
G39003109613003,390319613003,88,8
G39003109613004,390319613004,89,8
G39003109614001,390319614001,100,10
G39003109614002,390319614002,98,10
G39003109614003,390319614003,97,10
G39003109615001,390319615001,95,9
G39003109615002,390319615002,91,8
G39003109615003,390319615003,94,9
G39003109616001,390319616001,81,7
G39003109616002,390319616002,70,5
G39003109617001,390319617001,66,4
G39003109617002,390319617002,84,7
G39003109617003,390319617003,87,8
G39003109618001,390319618001,86,8
G39003109618002,390319618002,88,8
G39003109618003,390319618003,89,8
G39003109618004,390319618004,84,7
G39003309741001,390339741001,84,7
G39003309741002,390339741002,82,7
G39003309741003,390339741003,87,8
G39003309741004,390339741004,87,8
G39003309742001,390339742001,76,6
G39003309742002,390339742002,79,7
G39003309742003,390339742003,74,6
G39003309742004,390339742004,64,4
G39003309743001,390339743001,72,5
G39003309743002,390339743002,72,5
G39003309744001,390339744001,94,9
G39003309744002,390339744002,97,10
G39003309744003,390339744003,94,9
G39003309744004,390339744004,93,9
G39003309745001,390339745001,96,9
G39003309745002,390339745002,97,10
G39003309745003,390339745003,94,9
G39003309745004,390339745004,90,8
G39003309746001,390339746001,93,9
G39003309746002,390339746002,92,9
G39003309746003,390339746003,81,7
G39003309747001,390339747001,60,4
G39003309747002,390339747002,65,4
G39003309747003,390339747003,75,6
G39003309747004,390339747004,61,4
G39003309748001,390339748001,87,8
G39003309749001,390339749001,92,9
G39003309749002,390339749002,89,8
G39003309749003,390339749003,91,8
G39003309749004,390339749004,90,8
G39003309750001,390339750001,83,7
G39003309750002,390339750002,90,8
G39003309750003,390339750003,80,7
G39003309751001,390339751001,82,7
G39003309751002,390339751002,92,9
G39003309751003,390339751003,96,9
G39003309751004,390339751004,93,9
G39003309752001,390339752001,73,6
G39003309752002,390339752002,81,7
G39003309752003,390339752003,94,9
G39003309753001,390339753001,92,9
G39003309753002,390339753002,97,10
G39003309753003,390339753003,98,10
G39003309753004,390339753004,99,10
G39003501011011,390351011011,93,9
G39003501011012,390351011012,96,9
G39003501011021,390351011021,91,8
G39003501011022,390351011022,60,4
G39003501011023,390351011023,73,6
G39003501011024,390351011024,38,2
G39003501012011,390351012011,68,5
G39003501012012,390351012012,69,5
G39003501013001,390351013001,90,8
G39003501013002,390351013002,90,8
G39003501014001,390351014001,97,10
G39003501014002,390351014002,98,10
G39003501015011,390351015011,97,10
G39003501015012,390351015012,98,10
G39003501016031,390351016031,99,10
G39003501016032,390351016032,99,10
G39003501016033,390351016033,99,10
G39003501017001,390351017001,99,10
G39003501017002,390351017002,98,10
G39003501017003,390351017003,99,10
G39003501018001,390351018001,97,10
G39003501018002,390351018002,97,10
G39003501018003,390351018003,97,10
G39003501019011,390351019011,73,6
G39003501019012,390351019012,100,10
G39003501021011,390351021011,97,10
G39003501021012,390351021012,94,9
G39003501021013,390351021013,91,8
G39003501021021,390351021021,95,9
G39003501021022,390351021022,95,9
G39003501022001,390351022001,85,8
G39003501022002,390351022002,89,8
G39003501022003,390351022003,91,8
G39003501023001,390351023001,99,10
G39003501023002,390351023002,98,10
G39003501023003,390351023003,99,10
G39003501024011,390351024011,98,10
G39003501024012,390351024012,99,10
G39003501024021,390351024021,99,10
G39003501024022,390351024022,95,9
G39003501024023,390351024023,96,9
G39003501027001,390351027001,100,10
G39003501027002,390351027002,99,10
G39003501027003,390351027003,100,10
G39003501027004,390351027004,99,10
G39003501027005,390351027005,98,10
G39003501028001,390351028001,98,10
G39003501028002,390351028002,98,10
G39003501029001,390351029001,100,10
G39003501029002,390351029002,96,9
G39003501033001,390351033001,56,3
G39003501033002,390351033002,77,6
G39003501035001,390351035001,79,7
G39003501035002,390351035002,60,4
G39003501036021,390351036021,25,1
G39003501036022,390351036022,37,2
G39003501036023,390351036023,40,2
G39003501036024,390351036024,41,2
G39003501036025,390351036025,PH,PH
G39003501038001,390351038001,100,10
G39003501038002,390351038002,59,3
G39003501044001,390351044001,68,5
G39003501044002,390351044002,87,8
G39003501048001,390351048001,PH,PH
G39003501048002,390351048002,88,8
G39003501048003,390351048003,91,8
G39003501048004,390351048004,92,9
G39003501051001,390351051001,99,10
G39003501051002,390351051002,99,10
G39003501051003,390351051003,99,10
G39003501053001,390351053001,98,10
G39003501053002,390351053002,98,10
G39003501053003,390351053003,98,10
G39003501053004,390351053004,98,10
G39003501054001,390351054001,99,10
G39003501054002,390351054002,96,9
G39003501054003,390351054003,98,10
G39003501055001,390351055001,99,10
G39003501056021,390351056021,96,9
G39003501056022,390351056022,94,9
G39003501057001,390351057001,97,10
G39003501057002,390351057002,93,9
G39003501057003,390351057003,93,9
G39003501059001,390351059001,88,8
