GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
G39006100220003,390610220003,72,5
G39006100220004,390610220004,56,3
G39006100221011,390610221011,38,2
G39006100221012,390610221012,69,5
G39006100221013,390610221013,62,4
G39006100221021,390610221021,61,4
G39006100221022,390610221022,60,4
G39006100221023,390610221023,58,3
G39006100221024,390610221024,67,5
G39006100221025,390610221025,74,6
G39006100221026,390610221026,68,5
G39006100222001,390610222001,57,3
G39006100222002,390610222002,70,5
G39006100222003,390610222003,97,10
G39006100223011,390610223011,83,7
G39006100223012,390610223012,77,6
G39006100223013,390610223013,82,7
G39006100223021,390610223021,39,2
G39006100223022,390610223022,92,9
G39006100223023,390610223023,50,3
G39006100223024,390610223024,24,1
G39006100224001,390610224001,26,1
G39006100224002,390610224002,36,2
G39006100225001,390610225001,77,6
G39006100225002,390610225002,74,6
G39006100225003,390610225003,73,6
G39006100226011,390610226011,21,1
G39006100226012,390610226012,20,1
G39006100226013,390610226013,15,1
G39006100226014,390610226014,32,1
G39006100226015,390610226015,23,1
G39006100226021,390610226021,57,3
G39006100226022,390610226022,34,1
G39006100226023,390610226023,34,1
G39006100227001,390610227001,99,10
G39006100227002,390610227002,99,10
G39006100227003,390610227003,99,10
G39006100230011,390610230011,57,3
G39006100230012,390610230012,61,4
G39006100230013,390610230013,60,4
G39006100230021,390610230021,62,4
G39006100230022,390610230022,66,5
G39006100230023,390610230023,63,4
G39006100230024,390610230024,62,4
G39006100231001,390610231001,21,1
G39006100232011,390610232011,93,9
G39006100232012,390610232012,90,8
G39006100232013,390610232013,90,8
G39006100232101,390610232101,61,4
G39006100232102,390610232102,62,4
G39006100232103,390610232103,53,3
G39006100232221,390610232221,48,2
G39006100232222,390610232222,78,6
G39006100233001,390610233001,16,1
G39006100233002,390610233002,27,1
G39006100233003,390610233003,24,1
G39006100234001,390610234001,92,9
G39006100234002,390610234002,88,8
G39006100234003,390610234003,87,8
G39006100234004,390610234004,81,7
G39006100235011,390610235011,18,1
G39006100235012,390610235012,13,1
G39006100235013,390610235013,23,1
G39006100235211,390610235211,40,2
G39006100235212,390610235212,32,1
G39006100235221,390610235221,62,4
G39006100235222,390610235222,29,1
G39006100235223,390610235223,56,3
G39006100235224,390610235224,37,2
G39006100235225,390610235225,45,2
G39006100236001,390610236001,72,5
G39006100236002,390610236002,68,5
G39006100236003,390610236003,69,5
G39006100236004,390610236004,50,3
G39006100237011,390610237011,70,5
G39006100237012,390610237012,74,6
G39006100237013,390610237013,67,5
G39006100237014,390610237014,65,4
G39006100237021,390610237021,67,5
G39006100237022,390610237022,66,5
G39006100237023,390610237023,72,5
G39006100238001,390610238001,74,6
G39006100238002,390610238002,74,6
G39006100238003,390610238003,74,6
G39006100238004,390610238004,78,6
G39006100238005,390610238005,77,6
G39006100239011,390610239011,34,1
G39006100239012,390610239012,29,1
G39006100239013,390610239013,57,3
G39006100239014,390610239014,19,1
G39006100239021,390610239021,21,1
G39006100239022,390610239022,19,1
G39006100239023,390610239023,21,1
G39006100240011,390610240011,45,2
G39006100240012,390610240012,63,4
G39006100240013,390610240013,54,3
G39006100240014,390610240014,47,2
G39006100240015,390610240015,57,3
G39006100240016,390610240016,49,2
G39006100240021,390610240021,26,1
G39006100241001,390610241001,22,1
G39006100241002,390610241002,34,1
G39006100241003,390610241003,30,1
G39006100241004,390610241004,23,1
G39006100241005,390610241005,22,1
G39006100241006,390610241006,11,1
G39006100242001,390610242001,39,2
G39006100242002,390610242002,18,1
G39006100243011,390610243011,18,1
G39006100243012,390610243012,26,1
G39006100243013,390610243013,19,1
G39006100243014,390610243014,15,1
G39006100243031,390610243031,31,1
G39006100243032,390610243032,23,1
G39006100243033,390610243033,44,2
G39006100243034,390610243034,78,6
G39006100243035,390610243035,56,3
G39006100243221,390610243221,27,1
G39006100243222,390610243222,18,1
G39006100243223,390610243223,9,1
G39006100243224,390610243224,16,1
G39006100243225,390610243225,15,1
G39006100243226,390610243226,12,1
G39006100243231,390610243231,40,2
G39006100243232,390610243232,15,1
G39006100243233,390610243233,15,1
G39006100243241,390610243241,60,4
G39006100243242,390610243242,39,2
G39006100243243,390610243243,46,2
G39006100244011,390610244011,6,1
G39006100244012,390610244012,5,1
G39006100244013,390610244013,6,1
G39006100244021,390610244021,2,1
G39006100244022,390610244022,2,1
G39006100247001,390610247001,71,5
G39006100247002,390610247002,50,3
G39006100248001,390610248001,25,1
G39006100248002,390610248002,16,1
G39006100248003,390610248003,31,1
G39006100249011,390610249011,71,5
G39006100249031,390610249031,16,1
G39006100249032,390610249032,23,1
G39006100249033,390610249033,20,1
G39006100249041,390610249041,35,1
G39006100249042,390610249042,12,1
G39006100250011,390610250011,28,1
G39006100250012,390610250012,50,3
G39006100250013,390610250013,41,2
G39006100250014,390610250014,39,2
G39006100250015,390610250015,55,3
G39006100250021,390610250021,39,2
G39006100250022,390610250022,28,1
G39006100250023,390610250023,47,2
G39006100250024,390610250024,61,4
G39006100250025,390610250025,39,2
G39006100250026,390610250026,49,2
G39006100251011,390610251011,22,1
G39006100251012,390610251012,22,1
G39006100251013,390610251013,30,1
G39006100251021,390610251021,50,3
G39006100251022,390610251022,49,2
G39006100251023,390610251023,45,2
G39006100251024,390610251024,43,2
G39006100251025,390610251025,42,2
G39006100251026,390610251026,42,2
G39006100251031,390610251031,37,2
G39006100251032,390610251032,50,3
G39006100251033,390610251033,40,2
G39006100251034,390610251034,31,1
G39006100252001,390610252001,80,7
G39006100252002,390610252002,73,6
G39006100252003,390610252003,89,8
G39006100252004,390610252004,92,9
G39006100252005,390610252005,90,8
G39006100253001,390610253001,62,4
G39006100253002,390610253002,63,4
G39006100253003,390610253003,63,4
G39006100254011,390610254011,77,6
G39006100254012,390610254012,49,2
G39006100254021,390610254021,53,3
G39006100254022,390610254022,49,2
G39006100254023,390610254023,54,3
G39006100254024,390610254024,51,3
G39006100255001,390610255001,81,7
G39006100255002,390610255002,82,7
G39006100255003,390610255003,86,8
G39006100255004,390610255004,84,7
G39006100256001,390610256001,50,3
G39006100256002,390610256002,34,1
G39006100256003,390610256003,49,2
G39006100256004,390610256004,76,6
G39006100257001,390610257001,98,10
G39006100257002,390610257002,97,10
G39006100257003,390610257003,97,10
G39006100258001,390610258001,68,5
G39006100258002,390610258002,76,6
G39006100258003,390610258003,84,7
G39006100258004,390610258004,68,5
G39006100258005,390610258005,72,5
G39006100260011,390610260011,38,2
G39006100260012,390610260012,35,1
G39006100260013,390610260013,36,2
G39006100260021,390610260021,37,2
G39006100260022,390610260022,36,2
G39006100260023,390610260023,36,2
G39006100260024,390610260024,41,2
G39006100261021,390610261021,94,9
G39006100261022,390610261022,94,9
G39006100261023,390610261023,94,9
G39006100261031,390610261031,81,7
G39006100261032,390610261032,72,5
G39006100261033,390610261033,68,5
G39006100261034,390610261034,63,4
G39006100261041,390610261041,54,3
G39006100261042,390610261042,79,7
G39006100262001,390610262001,99,10
G39006100262002,390610262002,98,10
G39006100263001,390610263001,78,6
G39006100264001,390610264001,59,4
G39006100264002,390610264002,56,3
G39006100264003,390610264003,41,2
G39006100264004,390610264004,PH,PH
G39006100264005,390610264005,57,3
G39006100265001,390610265001,47,2
G39006100265002,390610265002,28,1
G39006100265003,390610265003,27,1
G39006100266001,390610266001,46,2
G39006100266002,390610266002,21,1
G39006100267001,390610267001,60,4
G39006100267002,390610267002,54,3
G39006100268001,390610268001,8,1
G39006100268002,390610268002,18,1
G39006100269001,390610269001,79,7
G39006100269002,390610269002,79,7
G39006100270001,390610270001,92,9
G39006100270002,390610270002,92,9
G39006100270003,390610270003,92,9
G39006100270004,390610270004,92,9
G39006100271001,390610271001,85,8
G39006100271002,390610271002,PH,PH
G39006100271003,390610271003,GQ,GQ
G39006100271004,390610271004,86,8
G39006100272001,390610272001,92,9
G39006100272002,390610272002,100,10
G39006100273001,390610273001,16,1
G39006100273002,390610273002,13,1
G39006100274001,390610274001,87,8
G39006100274002,390610274002,86,8
G39006100274003,390610274003,94,9
G39006100274004,390610274004,97,10
G39006100275001,390610275001,11,1
G39006100275002,390610275002,6,1
G39006100275003,390610275003,14,1
G39006100276001,390610276001,51,3
G39006100276002,390610276002,79,7
G39006100277001,390610277001,64,4
G39006100277002,390610277002,72,5
G39006100277003,390610277003,66,5
G39006100277004,390610277004,61,4
G39006300001001,390630001001,66,5
G39006300001002,390630001002,85,8
G39006300001003,390630001003,87,8
G39006300002001,390630002001,51,3
G39006300002002,390630002002,49,2
G39006300002003,390630002003,48,2
G39006300002004,390630002004,38,2
G39006300003011,390630003011,77,6
G39006300003021,390630003021,84,7
G39006300003022,390630003022,66,5
G39006300003023,390630003023,52,3
G39006300003024,390630003024,62,4
G39006300003025,390630003025,48,2
G39006300004001,390630004001,30,1
G39006300004002,390630004002,74,6
G39006300004003,390630004003,72,5
G39006300004004,390630004004,60,4
G39006300004005,390630004005,66,5
G39006300004006,390630004006,79,7
G39006300004007,390630004007,75,6
G39006300005001,390630005001,93,9
G39006300005002,390630005002,94,9
G39006300005003,390630005003,91,9
G39006300005004,390630005004,88,8
G39006300005005,390630005005,82,7
G39006300006001,390630006001,87,8
G39006300006002,390630006002,97,10
G39006300006003,390630006003,73,6
G39006300006004,390630006004,72,5
G39006300006005,390630006005,73,6
G39006300007001,390630007001,37,2
G39006300007002,390630007002,49,2
G39006300007003,390630007003,35,1
G39006300007004,390630007004,46,2
G39006300008001,390630008001,80,7
G39006300008002,390630008002,74,6
G39006300008003,390630008003,74,6
G39006300008004,390630008004,71,5
G39006300008005,390630008005,70,5
G39006300009011,390630009011,94,9
G39006300009021,390630009021,92,9
G39006300009022,390630009022,92,9
G39006300009023,390630009023,92,9
G39006300009024,390630009024,92,9
G39006300009025,390630009025,GQ,GQ
G39006300010001,390630010001,65,4
G39006300010002,390630010002,78,6
G39006300010003,390630010003,70,5
G39006300010004,390630010004,53,3
G39006300010005,390630010005,59,4
G39006300011001,390630011001,74,6
G39006300011002,390630011002,71,5
G39006300011003,390630011003,78,6
G39006300011004,390630011004,63,4
G39006300012001,390630012001,59,4
G39006300012002,390630012002,63,4
G39006300012003,390630012003,64,4
G39006300012004,390630012004,64,4
G39006300012005,390630012005,69,5
G39006300013001,390630013001,77,6
G39006300013002,390630013002,68,5
G39006300013003,390630013003,58,3
G39006300013004,390630013004,64,4
G39006300013005,390630013005,69,5
G39006500001001,390650001001,56,3
G39006500001002,390650001002,84,7
G39006500001003,390650001003,90,8
G39006500002001,390650002001,93,9
G39006500002002,390650002002,92,9
G39006500002003,390650002003,88,8
G39006500002004,390650002004,81,7
G39006500002005,390650002005,93,9
G39006500003001,390650003001,69,5
G39006500003002,390650003002,85,8
G39006500003003,390650003003,65,4
G39006500004011,390650004011,GQ,GQ
G39006500004021,390650004021,78,6
G39006500004022,390650004022,78,6
G39006500004023,390650004023,78,6
G39006500004024,390650004024,78,6
G39006500005001,390650005001,68,5
G39006500005002,390650005002,79,7
G39006500005003,390650005003,92,9
G39006500005004,390650005004,90,8
G39006500006001,390650006001,95,9
G39006500006002,390650006002,82,7
G39006500006003,390650006003,96,9
G39006500007001,390650007001,62,4
G39006500007002,390650007002,69,5
G39006500007003,390650007003,66,5
G39006500007004,390650007004,83,7
G39006709756001,390679756001,80,7
G39006709756002,390679756002,81,7
G39006709756003,390679756003,87,8
G39006709756004,390679756004,90,8
G39006709757001,390679757001,89,8
G39006709757002,390679757002,84,7
G39006709757003,390679757003,81,7
G39006709757004,390679757004,84,7
G39006709758001,390679758001,81,7
G39006709758002,390679758002,81,7
G39006709759001,390679759001,81,7
G39006709759002,390679759002,85,8
G39006709759003,390679759003,70,5
G39006709760001,390679760001,81,7
G39006709760002,390679760002,85,8
G39006709760003,390679760003,89,8
G39006709760004,390679760004,95,9
G39006900001001,390690001001,65,4
G39006900001002,390690001002,68,5
G39006900001003,390690001003,64,4
G39006900001004,390690001004,64,4
G39006900002001,390690002001,47,2
G39006900002002,390690002002,51,3
G39006900002003,390690002003,63,4
G39006900003001,390690003001,82,7
G39006900003002,390690003002,72,5
G39006900003003,390690003003,56,3
G39006900003004,390690003004,77,6
G39006900004001,390690004001,84,7
G39006900004002,390690004002,82,7
G39006900004003,390690004003,89,8
G39006900005001,390690005001,71,5
G39006900005002,390690005002,86,8
G39006900005003,390690005003,72,5
G39006900005004,390690005004,58,3
G39006900006001,390690006001,58,3
G39006900006002,390690006002,76,6
G39006900006003,390690006003,86,8
G39006900006004,390690006004,88,8
G39006900007001,390690007001,87,8
G39006900007002,390690007002,62,4
G39006900007003,390690007003,79,7
G39006900007004,390690007004,63,4
G39007109544001,390719544001,76,6
G39007109544002,390719544002,88,8
G39007109544003,390719544003,90,8
G39007109544004,390719544004,78,6
G39007109545001,390719545001,84,7
G39007109545002,390719545002,84,7
G39007109545003,390719545003,84,7
G39007109545004,390719545004,84,7
G39007109546001,390719546001,77,6
G39007109546002,390719546002,71,5
G39007109546003,390719546003,70,5
G39007109546004,390719546004,56,3
G39007109547001,390719547001,72,5
G39007109547002,390719547002,89,8
G39007109547003,390719547003,77,6
G39007109547004,390719547004,75,6
G39007109547005,390719547005,73,6
G39007109548001,390719548001,88,8
G39007109548002,390719548002,83,7
G39007109548003,390719548003,86,8
G39007109548004,390719548004,74,6
G39007109549001,390719549001,77,6
G39007109549002,390719549002,81,7
G39007109549003,390719549003,93,9
G39007109549004,390719549004,83,7
G39007109550011,390719550011,79,7
G39007109550012,390719550012,86,8
G39007109550021,390719550021,91,9
G39007109550022,390719550022,96,9
G39007109551011,390719551011,69,5
G39007109551012,390719551012,69,5
G39007109551021,390719551021,77,6
G39007109551022,390719551022,76,6
G39007109552001,390719552001,80,7
G39007109552002,390719552002,76,6
G39007109552003,390719552003,74,6
G39007109552004,390719552004,79,7
G39007309649001,390739649001,54,3
G39007309649002,390739649002,63,4
G39007309649003,390739649003,55,3
G39007309650001,390739650001,75,6
G39007309650002,390739650002,74,6
G39007309650003,390739650003,72,5
G39007309651001,390739651001,71,5
G39007309651002,390739651002,74,6
G39007309651003,390739651003,71,5
G39007309652001,390739652001,95,9
G39007309652002,390739652002,90,8
G39007309652003,390739652003,65,4
G39007309652004,390739652004,73,6
G39007309653001,390739653001,80,7
G39007309653002,390739653002,70,5
G39007309653003,390739653003,91,9
G39007309653004,390739653004,76,6
G39007309654001,390739654001,81,7
G39007309654002,390739654002,83,7
G39007309654003,390739654003,52,3
G39007309654004,390739654004,68,5
G39007309655001,390739655001,71,5
G39007309655002,390739655002,78,6
G39007509763011,390759763011,32,1
G39007509763012,390759763012,24,1
G39007509763021,390759763021,32,1
G39007509763022,390759763022,34,1
G39007509763023,390759763023,44,2
G39007509764011,390759764011,27,1
G39007509764021,390759764021,44,2
G39007509764022,390759764022,41,2
G39007509764031,390759764031,42,2
G39007509764032,390759764032,48,2
G39007509765001,390759765001,66,5
G39007509765002,390759765002,54,3
G39007509765003,390759765003,65,4
G39007509766001,390759766001,58,3
G39007509766002,390759766002,80,7
G39007509766003,390759766003,79,7
G39007509767001,390759767001,80,7
G39007509767002,390759767002,71,5
G39007509767003,390759767003,49,2
G39007509767004,390759767004,56,3
G39007509768011,390759768011,42,2
G39007509768012,390759768012,39,2
G39007509768013,390759768013,35,1
G39007509768021,390759768021,33,1
G39007509768022,390759768022,37,2
G39007709154001,390779154001,70,5
G39007709154002,390779154002,56,3
G39007709154003,390779154003,65,4
G39007709155001,390779155001,59,4
G39007709155002,390779155002,75,6
G39007709155003,390779155003,70,5
G39007709155004,390779155004,74,6
G39007709156001,390779156001,68,5
G39007709156002,390779156002,66,5
G39007709156003,390779156003,64,4
G39007709156004,390779156004,75,6
G39007709157001,390779157001,63,4
G39007709157002,390779157002,80,7
G39007709157003,390779157003,78,6
G39007709157004,390779157004,83,7
G39007709158001,390779158001,67,5
G39007709158002,390779158002,77,6
G39007709158003,390779158003,90,8
G39007709158004,390779158004,91,9
G39007709159001,390779159001,76,6
G39007709159002,390779159002,69,5
G39007709159003,390779159003,43,2
G39007709160001,390779160001,81,7
G39007709160002,390779160002,81,7
G39007709160003,390779160003,89,8
G39007709160004,390779160004,84,7
G39007709161001,390779161001,74,6
G39007709161002,390779161002,75,6
G39007709161003,390779161003,68,5
G39007709162001,390779162001,96,9
G39007709162002,390779162002,89,8
G39007709162003,390779162003,81,7
G39007709162004,390779162004,70,5
G39007709163001,390779163001,87,8
G39007709163002,390779163002,82,7
G39007709163003,390779163003,83,7
G39007709164001,390779164001,78,6
G39007709164002,390779164002,82,7
G39007709164003,390779164003,76,6
G39007709164004,390779164004,87,8
G39007709165001,390779165001,68,5
G39007709165002,390779165002,62,4
G39007709165003,390779165003,61,4
G39007709166001,390779166001,79,7
G39007709166002,390779166002,88,8
G39007709166003,390779166003,84,7
G39007709166004,390779166004,86,8
G39007909572001,390799572001,91,9
G39007909572002,390799572002,95,9
G39007909572003,390799572003,68,5
G39007909572004,390799572004,91,9
G39007909572005,390799572005,88,8
G39007909573001,390799573001,86,8
G39007909573002,390799573002,85,8
G39007909573003,390799573003,85,8
G39007909574001,390799574001,85,8
G39007909574002,390799574002,57,3
G39007909574003,390799574003,75,6
G39007909574004,390799574004,85,8
G39007909575001,390799575001,100,10
G39007909575002,390799575002,82,7
G39007909575003,390799575003,80,7
G39007909575004,390799575004,68,5
G39007909575005,390799575005,69,5
G39007909575006,390799575006,70,5
G39007909576001,390799576001,92,9
G39007909576002,390799576002,87,8
G39007909576003,390799576003,93,9
G39007909577001,390799577001,68,5
G39007909577002,390799577002,57,3
G39007909577003,390799577003,81,7
G39007909577004,390799577004,92,9
G39007909577005,390799577005,96,9
G39007909578001,390799578001,55,3
G39007909578002,390799578002,74,6
G39007909578003,390799578003,91,9
G39007909578004,390799578004,84,7
G39008100002001,390810002001,GQ,GQ
G39008100002002,390810002002,100,10
G39008100002003,390810002003,100,10
G39008100004001,390810004001,92,9
G39008100004002,390810004002,88,8
G39008100004003,390810004003,90,8
G39008100006001,390810006001,75,6
G39008100006002,390810006002,76,6
G39008100010001,390810010001,81,7
G39008100010002,390810010002,67,5
G39008100010003,390810010003,53,3
G39008100012001,390810012001,84,7
G39008100012002,390810012002,77,6
G39008100012003,390810012003,89,8
G39008100013001,390810013001,96,9
G39008100013002,390810013002,95,9
G39008100014001,390810014001,84,7
G39008100014002,390810014002,81,7
G39008100110001,390810110001,83,7
G39008100110002,390810110002,76,6
G39008100111001,390810111001,97,10
G39008100111002,390810111002,94,9
G39008100111003,390810111003,74,6
G39008100112001,390810112001,94,9
G39008100112002,390810112002,95,9
G39008100113001,390810113001,85,8
G39008100113002,390810113002,87,8
G39008100113003,390810113003,94,9
G39008100114011,390810114011,77,6
G39008100114012,390810114012,81,7
G39008100114013,390810114013,79,7
G39008100114014,390810114014,78,6
G39008100114021,390810114021,76,6
G39008100114022,390810114022,79,7
G39008100114023,390810114023,75,6
G39008100114024,390810114024,73,6
G39008100115001,390810115001,70,5
G39008100115002,390810115002,78,6
G39008100115003,390810115003,75,6
G39008100115004,390810115004,80,7
G39008100117001,390810117001,76,6
G39008100117002,390810117002,72,5
G39008100117003,390810117003,72,5
G39008100117004,390810117004,80,7
G39008100118001,390810118001,92,9
G39008100118002,390810118002,94,9
G39008100118003,390810118003,79,7
G39008100119001,390810119001,92,9
G39008100119002,390810119002,92,9
G39008100119003,390810119003,92,9
G39008100119004,390810119004,92,9
G39008100120001,390810120001,89,8
G39008100120002,390810120002,96,9
G39008100121001,390810121001,77,6
G39008100121002,390810121002,81,7
G39008100122001,390810122001,85,8
G39008100122002,390810122002,93,9
G39008100123001,390810123001,86,8
G39008100123002,390810123002,92,9
G39008100124001,390810124001,99,10
G39008100124002,390810124002,89,8
G39008100124003,390810124003,98,10
G39008300067001,390830067001,74,6
G39008300067002,390830067002,72,5
G39008300067003,390830067003,63,4
G39008300067004,390830067004,55,3
G39008300068011,390830068011,53,3
G39008300068012,390830068012,64,4
G39008300068013,390830068013,55,3
G39008300068021,390830068021,59,4
G39008300068022,390830068022,45,2
G39008300068023,390830068023,48,2
G39008300069001,390830069001,66,5
G39008300069002,390830069002,54,3
G39008300069003,390830069003,81,7
G39008300069004,390830069004,75,6
G39008300069005,390830069005,70,5
G39008300070001,390830070001,60,4
G39008300070002,390830070002,59,4
G39008300070003,390830070003,58,3
G39008300071001,390830071001,79,7
G39008300071002,390830071002,93,9
G39008300071003,390830071003,85,8
G39008300071004,390830071004,94,9
G39008300072001,390830072001,82,7
G39008300072002,390830072002,82,7
G39008300072003,390830072003,80,7
G39008300072004,390830072004,85,8
G39008300072005,390830072005,86,8
G39008300073011,390830073011,GQ,GQ
G39008300073012,390830073012,39,2
G39008300073021,390830073021,59,4
G39008300073022,390830073022,60,4
G39008300074001,390830074001,47,2
G39008300074002,390830074002,59,4
G39008300074003,390830074003,60,4
G39008300075001,390830075001,GQ,GQ
G39008300075002,390830075002,75,6
G39008300075003,390830075003,63,4
G39008300075004,390830075004,69,5
G39008300076001,390830076001,66,5
G39008300076002,390830076002,81,7
G39008300076003,390830076003,87,8
G39008300076004,390830076004,94,9
G39008300077011,390830077011,47,2
G39008300077012,390830077012,49,2
G39008300077021,390830077021,31,1
G39008300077022,390830077022,39,2
G39008502001001,390852001001,70,5
G39008502001002,390852001002,29,1
G39008502002001,390852002001,79,7
G39008502002002,390852002002,79,7
G39008502003001,390852003001,73,6
G39008502003002,390852003002,73,6
G39008502003003,390852003003,74,6
G39008502004001,390852004001,71,5
G39008502004002,390852004002,75,6
G39008502005001,390852005001,67,5
G39008502005002,390852005002,59,4
G39008502006001,390852006001,75,6
G39008502006002,390852006002,68,5
G39008502007001,390852007001,70,5
G39008502007002,390852007002,77,6
G39008502008001,390852008001,71,5
G39008502008002,390852008002,67,5
G39008502008003,390852008003,59,4
G39008502009001,390852009001,76,6
G39008502009002,390852009002,73,6
G39008502010001,390852010001,50,3
G39008502010002,390852010002,55,3
G39008502010003,390852010003,53,3
G39008502010004,390852010004,28,1
G39008502011011,390852011011,67,5
G39008502011021,390852011021,35,1
G39008502011022,390852011022,29,1
G39008502012001,390852012001,74,6
G39008502012002,390852012002,100,10
G39008502012003,390852012003,64,4
G39008502013001,390852013001,65,4
G39008502013002,390852013002,53,3
G39008502014001,390852014001,68,5
G39008502014002,390852014002,50,3
G39008502015001,390852015001,74,6
G39008502015002,390852015002,37,2
G39008502016001,390852016001,49,2
G39008502016002,390852016002,37,2
G39008502017001,390852017001,75,6
G39008502017002,390852017002,77,6
G39008502017003,390852017003,80,7
G39008502018001,390852018001,70,5
G39008502018002,390852018002,63,4
G39008502019001,390852019001,74,6
G39008502019002,390852019002,59,4
G39008502020001,390852020001,73,6
G39008502020002,390852020002,60,4
G39008502020003,390852020003,81,7
G39008502020004,390852020004,81,7
G39008502021001,390852021001,79,7
G39008502021002,390852021002,83,7
G39008502024001,390852024001,72,5
G39008502024002,390852024002,66,5
G39008502025001,390852025001,68,5
G39008502025002,390852025002,80,7
G39008502026001,390852026001,74,6
G39008502026002,390852026002,74,6
G39008502027001,390852027001,45,2
G39008502027002,390852027002,42,2
G39008502027003,390852027003,40,2
G39008502028001,390852028001,55,3
G39008502028002,390852028002,55,3
G39008502028003,390852028003,55,3
G39008502028004,390852028004,57,3
G39008502029011,390852029011,51,3
G39008502029012,390852029012,58,3
G39008502029013,390852029013,51,3
G39008502029021,390852029021,72,5
G39008502030001,390852030001,43,2
G39008502030002,390852030002,83,7
G39008502030003,390852030003,58,3
G39008502030004,390852030004,48,2
G39008502032001,390852032001,68,5
G39008502032002,390852032002,79,7
G39008502032003,390852032003,64,4
G39008502034001,390852034001,73,6
G39008502034002,390852034002,52,3
G39008502034003,390852034003,60,4
G39008502035001,390852035001,42,2
G39008502035002,390852035002,49,2
G39008502035003,390852035003,40,2
G39008502035004,390852035004,39,2
G39008502037001,390852037001,37,2
G39008502037002,390852037002,25,1
G39008502037003,390852037003,20,1
G39008502040001,390852040001,84,7
G39008502040002,390852040002,79,7
G39008502040003,390852040003,82,7
G39008502042001,390852042001,89,8
G39008502042002,390852042002,86,8
G39008502042003,390852042003,87,8
G39008502042004,390852042004,84,7
G39008502043031,390852043031,41,2
G39008502043041,390852043041,79,7
G39008502043042,390852043042,72,5
G39008502043043,390852043043,97,10
G39008502043044,390852043044,87,8
G39008502044001,390852044001,85,8
G39008502044002,390852044002,77,6
G39008502044003,390852044003,80,7
G39008502045001,390852045001,92,9
G39008502045002,390852045002,92,9
G39008502045003,390852045003,92,9
G39008502047001,390852047001,60,4
G39008502047002,390852047002,61,4
G39008502047003,390852047003,57,3
G39008502048001,390852048001,78,6
G39008502048002,390852048002,61,4
G39008502048003,390852048003,74,6
G39008502048004,390852048004,40,2
G39008502049001,390852049001,51,3
G39008502049002,390852049002,50,3
G39008502049003,390852049003,51,3
G39008502050011,390852050011,67,5
G39008502050012,390852050012,39,2
G39008502050013,390852050013,44,2
G39008502050021,390852050021,40,2
G39008502050022,390852050022,37,2
G39008502050023,390852050023,27,1
G39008502050024,390852050024,52,3
G39008502051001,390852051001,25,1
G39008502051002,390852051002,24,1
G39008502051003,390852051003,24,1
G39008502052001,390852052001,34,1
G39008502052002,390852052002,39,2
G39008502053001,390852053001,43,2
G39008502053002,390852053002,54,3
G39008502054001,390852054001,53,3
G39008502057011,390852057011,79,7
G39008502057012,390852057012,79,7
G39008502057013,390852057013,79,7
G39008502057014,390852057014,79,7
G39008502057021,390852057021,77,6
G39008502057022,390852057022,77,6
G39008502058001,390852058001,47,2
G39008502061001,390852061001,56,3
G39008502061002,390852061002,70,5
G39008502062001,390852062001,64,4
G39008502063001,390852063001,46,2
G39008502063002,390852063002,46,2
G39008502063003,390852063003,53,3
G39008502063004,390852063004,72,5
G39008502064001,390852064001,28,1
G39008502064002,390852064002,31,1
G39008502064003,390852064003,26,1
G39008502065001,390852065001,34,1
G39008502065002,390852065002,64,4
G39008502066001,390852066001,77,6
G39008502066002,390852066002,79,7
G39008502066003,390852066003,78,6
G39008502066004,390852066004,59,4
G39008502067001,390852067001,76,6
G39008502067002,390852067002,74,6
G39008502067003,390852067003,85,8
G39008502067004,390852067004,66,5
G39008509900000,390859900000,PH,PH
G39008700501001,390870501001,89,8
G39008700501002,390870501002,86,8
G39008700501003,390870501003,93,9
G39008700502001,390870502001,92,9
G39008700502002,390870502002,89,8
G39008700502003,390870502003,85,8
G39008700503001,390870503001,93,9
G39008700503002,390870503002,88,8
G39008700503003,390870503003,99,10
G39008700504001,390870504001,84,7
G39008700504002,390870504002,84,7
G39008700504003,390870504003,89,8
G39008700504004,390870504004,89,8
G39008700505011,390870505011,96,9
G39008700505012,390870505012,95,9
G39008700505021,390870505021,86,8
G39008700505022,390870505022,86,8
G39008700505023,390870505023,85,8
G39008700506001,390870506001,93,9
G39008700506002,390870506002,93,9
G39008700507001,390870507001,93,9
G39008700507002,390870507002,88,8
G39008700507003,390870507003,91,9
G39008700508001,390870508001,82,7
G39008700508002,390870508002,94,9
G39008700508003,390870508003,81,7
G39008700509001,390870509001,90,8
G39008700509002,390870509002,88,8
G39008700510011,390870510011,94,9
G39008700510012,390870510012,76,6
G39008700510013,390870510013,72,5
G39008700510014,390870510014,63,4
G39008700510021,390870510021,70,5
G39008700510022,390870510022,85,8
G39008700510023,390870510023,91,9
G39008700511011,390870511011,83,7
G39008700511012,390870511012,77,6
G39008700511013,390870511013,78,6
G39008700511021,390870511021,92,9
G39008700511022,390870511022,86,8
G39008700511023,390870511023,68,5
G39008700512001,390870512001,72,5
G39008700512002,390870512002,72,5
G39008700512003,390870512003,72,5
G39008700512004,390870512004,72,5
G39008700512005,390870512005,72,5
G39008700512006,390870512006,72,5
G39008700513001,390870513001,85,8
G39008700513002,390870513002,74,6
G39008700513003,390870513003,81,7
G39008700514011,390870514011,67,5
G39008700514012,390870514012,61,4
